Name	*order	version	spawnable	rare	level	maxlevel	levelreq	classspecific	class	classlevelreq	frequency	group	mod1code	mod1param	mod1min	mod1max	mod2code	mod2param	mod2min	mod2max	mod3code	mod3param	mod3min	mod3max	transformcolor	itype1	itype2	itype3	itype4	itype5	itype6	itype7	etype1	etype2	etype3	etype4	etype5	multiply	add
of Fire Bolts	502	100	1	1	21		5				8	44	move2		4	6	dex		3	6						scha	mcha											0	0
of Charged Bolts	503	100	1	1	10		3				8	44	dmg%		65	78										weap	glov	ring	amul	misl	belt	lcha	jewl					0	0
of Charged Bolts	504	100	1	1	21		5				8	44	res-mag		3	4										armo	shld	amul	ring	lcha	jewl							0	0
of Ice Bolts	505	100	1	1	10		3				8	44	dex		7	12										weap	glov	ring	amul	misl	belt	lcha	jewl					0	0
of Ice Bolts	506	100	1	1	21		5				8	44	extra-cold		3	4	dmg-cold		14	28						scha	mcha											0	0
of Frozen Armor	507	100	1	1	10		3				8	44	vit		7	12										weap	glov	ring	amul	misl	belt	lcha	jewl					0	0
of Frozen Armor	508	100	1	1	21		4				8	44	extra-ltng		3	4	dmg-ltng		14	28						scha	mcha											0	0
of Static Field	509	100	1	1	18		4				8	44	str		7	13										weap	glov	ring	amul	misl	belt	lcha	jewl					0	0
of Static Field	510	100	1	1	36		7				8	44	hp		85	102	move2		10	12						mcha												0	0
of Telekinesis	511	100	1	1	18		4				8	44	dex		7	13										weap	glov	ring	amul	misl	belt	lcha	jewl					0	0
of Telekinesis	512	100	1	1	36		7				8	44	ac		68	85	red-dmg		9	17						mcha												0	0
of Frost Novas	513	100	1	1	18		4				8	44	ac		52	65	red-dmg		7	13						mcha												0	0
of Frost Novas	514	100	1	1	36		7				8	44	res-pois-len		9	12										armo	shld	amul	ring	lcha	jewl							0	0
of Ice Blasts	515	100	1	1	18		4				8	44	red-dmg		7	12										armo	shld	amul	ring	lcha	jewl							0	0
of Ice Blasts	516	100	1	1	36		7				8	44	mag%		17	22	gold%		17	22						mcha												0	0
of Blazing	517	100	1	1	27		6				8	44	light		8	9										scha	mcha											0	0
of Blazing	518	100	1	1	54		13				8	44	res-all		5	10	enr		5	10						scha	mcha											0	0
of Fire Balls	519	100	1	1	27		6				8	44	regen-mana		9	12										scha	mcha											0	0
of Fire Balls	520	100	1	1	54		13				8	44	hp		39	52	mana		26	31						scha	mcha											0	0
of Novas	521	100	1	1	27		6				8	44	hp		23	30	mana		15	18						scha	mcha											0	0
of Novas	522	100	1	1	54		13				8	44	light		13	16										scha	mcha											0	0
of Lightning	523	100	1	1	27		6				8	44	mag%		8	9	gold%		5	6						scha	mcha											0	0
of Lightning	524	100	1	1	54		13				8	44	extra-pois		5	8										scha	mcha											0	0
of Shiver Armor	525	100	1	1	27		6				8	44	res-all		3	6	enr		3	6						scha	mcha											0	0
of Shiver Armor	526	100	1	1	54		13				8	44	extra-cold		5	8	dmg-cold		26	52						scha	mcha											0	0
of Fire Walls	527	100	1	1	36		7				8	44	reduce-ac		8	11										weap	glov	ring	amul	misl	belt	lcha	jewl					0	0
of Fire Walls	528	100	1	1	70		15				8	44	lifesteal		3	3										weap	glov	ring	amul	misl	belt	lcha	jewl					0	0
of Enchantment	529	100	1	1	36		7				8	44	vit		10	17										weap	glov	ring	amul	misl	belt	lcha	jewl					0	0
of Enchantment	530	100	1	1	70		15				8	44	manasteal		3	3										weap	glov	ring	amul	misl	belt	lcha	jewl					0	0
of Chain Lightning	531	100	1	1	36		7				8	44	cast1		13	19										weap	glov	ring	amul	misl	belt	lcha	jewl					0	0
of Chain Lightning	532	100	1	1	70		15				8	44	regen-mana		18	24										weap	glov	ring	amul	misl	belt	lcha	jewl					0	0
of Teleportation	533	100	1	1	36		7				8	44	att%		19	38										weap	glov	ring	amul	misl	belt	lcha	jewl					0	0
of Teleportation	534	100	1	1	70		15				8	44	regen		300	450										weap	glov	ring	amul	misl	belt	lcha	jewl					0	0
of Glacial Spikes	535	100	1	1	36		8				8	44	prop-dmgtoholy		19	23										weap	glov	ring	amul	misl	belt	lcha	jewl					0	0
of Glacial Spikes	536	100	1	1	70		15				8	44	hp		15	24										weap	glov	ring	amul	misl	belt	lcha	jewl					0	0
of Meteors	537	100	1	1	45		11				8	44	prop-dmgtounholy		20	24										weap	glov	ring	amul	misl	belt	lcha	jewl					0	0
of Meteors	538	100	1	1	70		15				8	44	prop-dmgtounholy		30	36										weap	glov	ring	amul	misl	belt	lcha	jewl					0	0
of Thunder Storm	539	100	1	1	45		9				8	44	prop-dmgtoholy		20	24										weap	glov	ring	amul	misl	belt	lcha	jewl					0	0
of Thunder Storm	540	100	1	1	70		15				8	44	heal-kill		24	45										weap	glov	ring	amul	misl	belt	lcha	jewl					0	0
of Energy Shield	541	100	1	1	45		11				8	44	light		10	12										scha	mcha											0	0
of Energy Shield	542	100	1	1	70		15				8	44	mana-kill		15	30										weap	glov	ring	amul	misl	belt	lcha	jewl					0	0
of Blizzards	543	100	1	1	45		11				8	44	all-stats		6	6										weap	glov	ring	amul	misl	belt	lcha	jewl					0	0
of Blizzards	544	100	1	1	70		15				8	44	att%		30	60										weap	glov	ring	amul	misl	belt	lcha	jewl					0	0
of Chilling Armor	545	100	1	1	45		11				8	44	block1		4	4	str		4	8						scha	mcha											0	0
of Chilling Armor	546	100	1	1	70		15				8	44	swing1		21	30										weap	glov	ring	amul	misl	belt	lcha	jewl					0	0
of Hydras	547	100	1	1	54		13				8	44	gold%		18	23										weap	glov	ring	amul	misl	belt	lcha	jewl					0	0
of Hydras	548	100	1	1	70		15				8	44	str		15	27										weap	glov	ring	amul	misl	belt	lcha	jewl					0	0
of Frozen Orbs	549	100	1	1	54		13				8	44	ac		78	104										armo	shld	amul	ring	lcha	jewl							0	0
of Frozen Orbs	550	100	1	1	70		15				8	44	block1		6	6	str		6	12						scha	mcha											0	0
of Amplify Damage	551	100	1	1	10		3				8	44	mag%		11	14	gold%		11	14						mcha												0	0
of Amplify Damage	552	100	1	1	21		4				8	44	res-pois		13	18										armo	shld	amul	ring	lcha	jewl							0	0
of Teeth	553	100	1	1	10		3				8	44	move1		4	6										armo	shld	amul	ring	lcha	jewl							0	0
of Teeth	554	100	1	1	21		5				8	44	mana		7	11										weap	glov	ring	amul	misl	belt	lcha	jewl					0	0
of Bone Armor	555	100	1	1	10		3				8	44	red-dmg%		1	1										armo	shld	amul	ring	lcha	jewl							0	0
of Bone Armor	556	100	1	1	21		4				8	44	res-fire		13	18										armo	shld	amul	ring	lcha	jewl							0	0
of Raise Skeletons	557	100	1	1	10		3				8	44	ac		33	44										armo	shld	amul	ring	lcha	jewl							0	0
of Raise Skeletons	558	100	1	1	21		4				8	44	light		7	8										scha	mcha											0	0
of Dim Vision	559	100	1	1	18		4				8	44	move1		5	7										armo	shld	amul	ring	lcha	jewl							0	0
of Dim Vision	560	100	1	1	36		7				8	44	mag%		3	3										weap	glov	ring	amul	misl	belt	lcha	jewl					0	0
of Weaken	561	100	1	1	18		4				8	44	red-mag		7	12										armo	shld	amul	ring	lcha	jewl							0	0
of Weaken	562	100	1	1	36		7				8	44	red-dmg%		1	3										armo	shld	amul	ring	lcha	jewl							0	0
of Poison Dagger	563	100	1	1	18		4				8	44	dmg-ltng		14	70										weap	glov	ring	amul	misl	belt	lcha	jewl					0	0
of Poison Dagger	564	100	1	1	36		7				8	44	dmg%		95	114										weap	glov	ring	amul	misl	belt	lcha	jewl					0	0
of Corpse Explosions	565	100	1	1	18		4				8	44	att		130	143	swing2		7	8						mcha												0	0
of Corpse Explosions	566	100	1	1	36		7				8	44	gold%		13	17										weap	glov	ring	amul	misl	belt	lcha	jewl					0	0
of Clay Golem Summoning	567	100	1	1	18		4				8	44	dmg-fire		14	70										weap	glov	ring	amul	misl	belt	lcha	jewl					0	0
of Clay Golem Summoning	568	100	1	1	36		7				8	44	dmg-ltng		19	95										weap	glov	ring	amul	misl	belt	lcha	jewl					0	0
of Iron Maiden	569	100	1	1	27		6				8	44	block1		3	3	str		3	6						scha	mcha											0	0
of Iron Maiden	570	100	1	1	54		13				8	44	res-pois		23	34										armo	shld	amul	ring	lcha	jewl							0	0
of Terror	571	100	1	1	27		6				8	44	all-stats		5	5										weap	glov	ring	amul	misl	belt	lcha	jewl					0	0
of Terror	572	100	1	1	54		13				8	44	res-fire		23	34										armo	shld	amul	ring	lcha	jewl							0	0
of Bone Walls	573	100	1	1	27		6				8	44	lifesteal		2	2										weap	glov	ring	amul	misl	belt	lcha	jewl					0	0
of Bone Walls	574	100	1	1	54		12				8	44	mag%		13	16	gold%		8	10						scha	mcha											0	0
of Raise Skeletal Mages	575	100	1	1	27		6				8	44	manasteal		2	2										weap	glov	ring	amul	misl	belt	lcha	jewl					0	0
of Raise Skeletal Mages	576	100	1	1	54		12				8	44	block1		5	5	str		5	10						scha	mcha											0	0
of Confusion	577	100	1	1	36		7				8	44	lifesteal		2	2										weap	glov	ring	amul	misl	belt	lcha	jewl					0	0
of Confusion	578	100	1	1	70		15				8	44	extra-pois		6	9										scha	mcha											0	0
of Life Tap	579	100	1	1	36		7				8	44	manasteal		2	2										weap	glov	ring	amul	misl	belt	lcha	jewl					0	0
of Life Tap	580	100	1	1	70		15				8	44	prop-bloodskilldamage		50	75										weap	glov	ring	amul									0	0
of Poison Explosion	581	100	1	1	36		7				8	44	mana		10	15										weap	glov	ring	amul	misl	belt	lcha	jewl					0	0
of Poison Explosion	582	100	1	1	70		15				8	44	prop-dmgtototem		50	75										weap	glov	ring	amul									0	0
of Bone Spears	583	100	1	1	36		7				8	44	hp		10	15										weap	glov	ring	amul	misl	belt	lcha	jewl					0	0
of Bone Spears	584	100	1	1	70		15				8	44	prop-dmgtotrap		50	75										weap	glov	ring	amul									0	0
of Blood Golem Summoning	585	100	1	1	36		7				8	44	att		170	187	swing2		9	10						mcha												0	0
of Blood Golem Summoning	586	100	1	1	70		15				8	44	extra-cold		6	9	dmg-cold		30	60						scha	mcha											0	0
of Attraction	587	100	1	1	45		11				8	44	mag%		10	12	gold%		6	8						scha	mcha											0	0
of Attraction	588	100	1	1	70		15				8	44	reduce-ac		12	18										weap	glov	ring	amul	misl	belt	lcha	jewl					0	0
of Decrepification	589	100	1	1	45		9				8	44	mana		10	16										weap	glov	ring	amul	misl	belt	lcha	jewl					0	0
of Decrepification	590	100	1	1	70		15				8	44	prop-dmgtowind		50	75										weap	glov	ring	amul									0	0
of Bone Imprisonment	591	100	1	1	45		9				8	44	mana-kill		10	20										weap	glov	ring	amul	misl	belt	lcha	jewl					0	0
of Bone Imprisonment	592	100	1	1	70		15				8	44	prop-dmgtomultishot		50	75										weap	glov	ring	amul									0	0
of Iron Golem Creation	593	100	1	1	45		11				8	44	gold%		14	18										weap	glov	ring	amul	misl	belt	lcha	jewl					0	0
of Iron Golem Creation	594	100	1	1	70		15				8	44	mana		15	24										weap	glov	ring	amul	misl	belt	lcha	jewl					0	0
of Lower Resistance	595	100	1	1	54		13				8	44	balance1		10	16										armo	shld	amul	ring	lcha	jewl							0	0
of Lower Resistance	596	100	1	1	70		15				8	44	prop-dmgtochained		50	75										weap	glov	ring	amul									0	0
of Poison Novas	597	100	1	1	54		13				8	44	red-dmg		13	23										armo	shld	amul	ring	lcha	jewl							0	0
of Poison Novas	598	100	1	1	70		15				8	44	prop-dmgbombardment		50	75										weap	glov	ring	amul									0	0
of Bone Spirits	599	100	1	1	54		13				8	44	manasteal		3	3										weap	glov	ring	amul	misl	belt	lcha	jewl					0	0
of Bone Spirits	600	100	1	1	70		15				8	44	prop-dmgtohoming		50	75										weap	glov	ring	amul									0	0
of Fire Golem Summoning	601	100	1	1	54		13				8	44	regen		260	390										armo	shld	amul	ring	lcha	jewl							0	0
of Fire Golem Summoning	602	100	1	1	70		15				8	44	prop-dmgtofragment		50	75										weap	glov	ring	amul									0	0
of Revivification	603	100	1	1	54		13				8	44	lifesteal		3	3										weap	glov	ring	amul	misl	belt	lcha	jewl					0	0
of Revivification	604	100	1	1	70		15				8	44	extra-fire		6	9	dmg-fire		30	60						scha	mcha											0	0
of Sacrifice	605	100	1	1	30		6				8	44	heal-kill		14	26										weap	glov	ring	amul	misl	belt	lcha	jewl					0	0
of Sacrifice	606	100	1	1	21		4				8	44	regen-mana		8	11										scha	mcha											0	0
of Holy Bolts	607	100	1	1	70		15				8	44	vit		15	27										weap	glov	ring	amul	misl	belt	lcha	jewl					0	0
of Holy Bolts	608	100	1	1	36		7				8	44	swing1		13	19										weap	glov	ring	amul	misl	belt	lcha	jewl					0	0
of Zeal	609	100	1	1	27		6				8	44	regen-mana		9	12										weap	glov	ring	amul	misl	belt	lcha	jewl					0	0
of Zeal	610	100	1	1	54		13				8	44	red-dmg%		1	5										armo	shld	amul	ring	lcha	jewl							0	0
of Vengeance	611	100	1	1	36		7				8	44	str		10	17										weap	glov	ring	amul	misl	belt	lcha	jewl					0	0
of Vengeance	612	100	1	1	70		15				8	44	ac		140	175	red-dmg		18	35						mcha												0	0
of Blessed Hammers	613	100	1	1	36		8				8	44	dex		10	17										weap	glov	ring	amul	misl	belt	lcha	jewl					0	0
of Blessed Hammers	614	100	1	1	70		15				8	44	att		350	385	swing2		18	21						mcha												0	0
of Conversion	615	100	1	1	45		11				8	44	hp		30	40	mana		20	24						scha	mcha											0	0
of Conversion	616	100	1	1	70		15				8	44	cast1		21	30										weap	glov	ring	amul	misl	belt	lcha	jewl					0	0
of Fist of the Heavens	617	100	1	1	54		12				8	44	res-cold		23	34										armo	shld	amul	ring	lcha	jewl							0	0
of Fist of the Heavens	618	100	1	1	70		15				8	44	hp		175	210	move2		21	25						mcha												0	0
of Bashing	619	100	1	1	10		3				8	44	balance1		4	7										armo	shld	amul	ring	lcha	jewl							0	0
of Bashing	620	100	1	1	21		5				8	44	hp		21	28	mana		14	17						scha	mcha											0	0
of Howling	621	100	1	1	10		3				8	44	dmg-min		10	10	dmg-max		14	14						weap	glov	ring	amul	misl	belt	lcha	jewl					0	0
of Howling	622	100	1	1	21		4				8	44	mag%		7	8	gold%		4	6						scha	mcha											0	0
of Potion Finding	623	100	1	1	10		3				8	44	dmg-mag		13	65										weap	glov	ring	amul	misl	belt	lcha	jewl					0	0
of Potion Finding	624	100	1	1	21		4				8	44	res-all		3	6	enr		3	6						scha	mcha											0	0
of Taunting	625	100	1	1	18		4				8	44	balance1		5	8										armo	shld	amul	ring	lcha	jewl							0	0
of Taunting	626	100	1	1	36		7				8	44	dmg-fire		19	95										weap	glov	ring	amul	misl	belt	lcha	jewl					0	0
of Shouting	627	100	1	1	18		4				8	44	hp		65	78	move2		8	9						mcha												0	0
of Shouting	628	100	1	1	36		7				8	44	prop-dmgtounholy		19	23										weap	glov	ring	amul	misl	belt	lcha	jewl					0	0
of Stunning	629	100	1	1	27		6				8	44	mag%		3	3										weap	glov	ring	amul	misl	belt	lcha	jewl					0	0
of Stunning	630	100	1	1	54		12				8	44	res-ltng		23	34										armo	shld	amul	ring	lcha	jewl							0	0
of Item Finding	631	100	1	1	27		6				8	44	gold%		11	14										weap	glov	ring	amul	misl	belt	lcha	jewl					0	0
of Item Finding	632	100	1	1	54		12				8	44	extra-fire		5	8	dmg-fire		26	52						scha	mcha											0	0
of Concentration	633	100	1	1	36		7				8	44	regen		190	285										weap	glov	ring	amul	misl	belt	lcha	jewl					0	0
of Concentration	634	100	1	1	70		15				8	44	regen		350	525										armo	shld	amul	ring	lcha								0	0
of Battle Cry	635	100	1	1	36		7				8	44	mana		85	102	regen-mana		7	10						mcha												0	0
of Battle Cry	636	100	1	1	70		15				8	44	hp		45	60	mana		30	36						scha	mcha											0	0
of Battle Orders	637	100	1	1	45		11				8	44	heal-kill		16	30										weap	glov	ring	amul	misl	belt	lcha	jewl					0	0
of Battle Orders	638	100	1	1	70		15				8	44	light		15	18										scha	mcha											0	0
of Grim Ward	639	100	1	1	45		11				8	44	manasteal		2	2										weap	glov	ring	amul	misl	belt	lcha	jewl					0	0
of Grim Ward	640	100	1	1	70		15				8	44	res-fire		32	46										armo	shld	amul	ring	lcha								0	0
of War Cry	641	100	1	1	54		12				8	44	all-stats		8	8										weap	glov	ring	amul	misl	belt	lcha	jewl					0	0
of War Cry	642	100	1	1	70		15				8	44	extra-cold		7	11	dmg-cold		35	70						scha	mcha											0	0
of Battle Command	643	100	1	1	54		13				8	44	regen-mana		16	21										scha	mcha											0	0
of Battle Command	644	100	1	1	70		15				8	44	res-ltng		27	39										armo	shld	amul	ring	lcha	jewl							0	0
of Firestorms	645	100	1	1	10		3				8	44	swing1		9	13										weap	glov	ring	amul	misl	belt	lcha	jewl					0	0
of Firestorms	646	100	1	1	21		5				8	44	all-stats		4	4										weap	glov	ring	amul	misl	belt	lcha	jewl					0	0
of Molten Boulders	647	100	1	1	18		4				8	44	dmg%		70	84										weap	glov	ring	amul	misl	belt	lcha	jewl					0	0
of Molten Boulders	648	100	1	1	36		7				8	44	all-stats		6	6										weap	glov	ring	amul	misl	belt	lcha	jewl					0	0
of Eruption	649	100	1	1	50		12				8	44	dmg-fire		26	130										weap	glov	ring	amul	misl	belt	lcha	jewl					0	0
of Eruption	650	100	1	1	54		12				8	44	extra-ltng		5	8	dmg-ltng		26	52						scha	mcha											0	0
of Cyclone Armor	651	100	1	1	27		6				8	44	regen		150	225										weap	glov	ring	amul	misl	belt	lcha	jewl					0	0
of Cyclone Armor	652	100	1	1	54		13				8	44	res-mag		5	8										armo	shld	amul	ring	lcha	jewl							0	0
of Twister	653	100	1	1	36		7				8	44	dmg-cold		19	95										weap	glov	ring	amul	misl	belt	lcha	jewl					0	0
of Twister	654	100	1	1	70		15				8	44	hp		53	70	mana		35	42						scha	mcha											0	0
of Volcano	655	100	1	1	45		11				8	44	hp		10	16										weap	glov	ring	amul	misl	belt	lcha	jewl					0	0
of Volcano	656	100	1	1	70		15				8	44	red-mag		15	27										armo	shld	amul	ring	lcha	jewl							0	0
of Tornado	657	100	1	1	45		11				8	44	mag%		2	2										weap	glov	ring	amul	misl	belt	lcha	jewl					0	0
of Tornado	658	100	1	1	70		15				8	44	block1		7	7	str		7	14						scha	mcha											0	0
of Armageddon	659	100	1	1	54		13				8	44	res-pois-len		13	18										armo	shld	amul	ring	lcha	jewl							0	0
of Armageddon	660	100	1	1	70		15				8	44	att		300	330	swing2		15	18						mcha												0	0
of Hurricane	661	100	1	1	54		13				8	44	ac%		18	21										armo	shld	amul	ring	lcha	jewl							0	0
of Hurricane	662	100	1	1	70		15				8	44	att		175	280										weap	glov	ring	amul	misl	belt	lcha						0	0
of Damage Amplification	663	100	1	1	1		1				8	44	reduce-ac		4	6										weap	glov	ring	amul	misl	belt	lcha						0	0
of the Icicle	664	100	1	1	55		13				8	10	att		140	224										weap	glov	ring	amul	misl	belt	lcha	jewl					0	0
of the Glacier	665	100	1	1	70		15				8	10	dmg-ltng		35	175										weap	glov	ring	amul	misl	belt	lcha						0	0
of Fire	666	100	1	1	54		13				8	12	move1		10	13										armo	shld	amul	ring	lcha	jewl							0	0
of Burning	667	100	1	1	70		15				8	12	regen-mana		21	28										weap	glov	ring	amul	misl	belt	lcha						0	0
of Lightning	668	100	1	1	54		13				8	13	move2		8	10	dex		5	10						scha	mcha											0	0
of Thunder	669	100	1	1	70		15				8	13	dex		18	32										weap	glov	ring	amul	misl	belt	lcha						0	0
of Daring	670	100	1	1	28		6				8	17	dmg-ltng		17	85										weap	glov	ring	amul	misl	belt	lcha	jewl					0	0
of Daring	671	100	1	1	54		13				8	17	mag%		3	3										weap	glov	ring	amul	misl	belt	lcha	jewl					0	0
of Knowledge	672	100	1	1	36		7				8	23	dmg-min		15	15	dmg-max		21	21						weap	glov	ring	amul	misl	belt	lcha	jewl					0	0
of Knowledge	673	100	1	1	61		13				8	23	manasteal		3	3										weap	glov	ring	amul	misl	belt	lcha	jewl					0	0
of Virility	674	100	1	1	49		11				8	31	mana		100	120	regen-mana		8	12						mcha												0	0
of Virility	675	100	1	1	70		15				8	31	reduce-ac		14	21										weap	glov	ring	amul	misl	belt	lcha						0	0
of Readiness	676	100	1	1	30		6				8	7	mana-kill		9	17										weap	glov	ring	amul	misl	belt	lcha	jewl					0	0
of Craftsmanship	677	100	1	1	1		1				8	14	prop-dmgtounholy		10	12										weap	glov	ring	amul	misl	belt	lcha						0	0
of Quality	678	100	1	1	61		13				8	14	lifesteal		3	3										weap	glov	ring	amul	misl	belt	lcha	jewl					0	0
of Maiming	679	100	1	1	70		15				8	14	prop-dmgtoholy		35	42										weap	glov	ring	amul	misl	belt	lcha						0	0
of Craftsmanship	680	100	1	1	39		9				8	14	red-mag		10	17										armo	shld	amul	ring	lcha	jewl							0	0
of Quality	681	100	1	1	70		15				8	14	mana		18	28										weap	glov	ring	amul	misl	belt	lcha						0	0
of Craftsmanship	682	100	1	1	70		15				8	14	hp		18	28										weap	glov	ring	amul	misl	belt	lcha						0	0
of Blight	683	100	1	1	1		1				8	16	move2		3	4	dex		2	4						scha	mcha	jewl										0	0
of Venom	684	100	1	1	9		3				8	16	light		6	7										scha	mcha	jewl										0	0
of Pestilence	685	100	1	1	21		5				8	16	gold%		10	13										weap	glov	ring	amul	misl	belt	lcha	jewl					0	0
of Anthrax	686	100	1	1	31		6				8	16	lifesteal		2	2										weap	glov	ring	amul	misl	belt	lcha	jewl					0	0
of Blight	687	100	1	1	7		1				8	16	att%		11	22										weap	glov	ring	amul	misl	belt	lcha						0	0
of Venom	688	100	1	1	19		4				8	16	reduce-ac		6	8										weap	glov	ring	amul	misl	belt	lcha	jewl					0	0
of Pestilence	689	100	1	1	34		7				8	16	res-pois		15	22										armo	shld	amul	ring	lcha	jewl							0	0
of Anthrax	690	100	1	1	49		11				8	16	red-mag		10	18										armo	shld	amul	ring	lcha	jewl							0	0
of Blight	691	100	1	1	13		3				8	16	regen		130	195										weap	glov	ring	amul	misl	belt	lcha	jewl					0	0
of Venom	692	100	1	1	30		6				8	16	cast1		12	17										weap	glov	ring	amul	misl	belt	lcha	jewl					0	0
of Pestilence	693	100	1	1	48		11				8	16	res-mag		4	6										armo	shld	amul	ring	lcha	jewl							0	0
of Anthrax	694	100	1	1	66		13				8	16	res-pois		25	36										armo	shld	amul	ring	lcha	jewl							0	0
of Frost	695	100	1	1	7		1				8	10	mana		6	9										weap	glov	ring	amul	misl	belt	lcha						0	0
of the Icicle	696	100	1	1	12		3				8	10	hp		7	10										weap	glov	ring	amul	misl	belt	lcha	jewl					0	0
of the Glacier	697	100	1	1	22		5				8	10	ac		56	70	red-dmg		7	14						mcha												0	0
of Winter	698	100	1	1	34		7				8	10	balance1		7	10										armo	shld	amul	ring	lcha	jewl							0	0
of Frost	699	100	1	1	13		3				8	10	manasteal		1	1										weap	glov	ring	amul	misl	belt	lcha	jewl					0	0
of the Icicle	700	100	1	1	22		5				8	10	dmg-fire		15	75										weap	glov	ring	amul	misl	belt	lcha	jewl					0	0
of the Glacier	701	100	1	1	37		9				8	10	extra-cold		4	6	dmg-cold		19	38						scha	mcha											0	0
of Winter	702	100	1	1	52		12				8	10	mana		13	21										weap	glov	ring	amul	misl	belt	lcha	jewl					0	0
of Frost	703	100	1	1	21		4				8	10	mag%		3	3										weap	glov	ring	amul	misl	belt	lcha	jewl					0	0
of the Icicle	704	100	1	1	31		6				8	10	regen		170	255										weap	glov	ring	amul	misl	belt	lcha	jewl					0	0
of the Glacier	705	100	1	1	49		12				8	10	res-pois-len		10	14										armo	shld	amul	ring	lcha	jewl							0	0
of Winter	706	100	1	1	69		13				8	10	dmg-fire		30	150										weap	glov	ring	amul	misl	belt	lcha	jewl					0	0
of Flame	707	100	1	1	1		1				8	12	hp		50	60	move2		6	7						mcha	jewl											0	0
of Fire	708	100	1	1	12		3				8	12	heal-kill		10	20										weap	glov	ring	amul	misl	belt	lcha	jewl					0	0
of Burning	709	100	1	1	21		5				8	12	extra-pois		3	4										scha	mcha											0	0
of Incineration	710	100	1	1	33		7				8	12	extra-ltng		3	5	dmg-ltng		17	34						scha	mcha											0	0
of Flame	711	100	1	1	10		3				8	12	ac		44	55	red-dmg		6	11						mcha												0	0
of Fire	712	100	1	1	21		5				8	12	regen-mana		8	11										weap	glov	ring	amul	misl	belt	lcha	jewl					0	0
of Burning	713	100	1	1	36		8				8	12	ac%		12	14										armo	shld	amul	ring	lcha	jewl							0	0
of Incineration	714	100	1	1	51		12				8	12	dmg-min		21	21	dmg-max		29	29						weap	glov	ring	amul	misl	belt	lcha	jewl					0	0
of Flame	715	100	1	1	16		3				8	12	res-pois		12	17										armo	shld	amul	ring	lcha	jewl							0	0
of Fire	716	100	1	1	30		6				8	12	dex		9	15										weap	glov	ring	amul	misl	belt	lcha	jewl					0	0
of Burning	717	100	1	1	48		11				8	12	move1		8	10										armo	shld	amul	ring	lcha	jewl							0	0
of Incineration	718	100	1	1	67		13				8	12	move1		11	14										armo	shld	amul	ring	lcha	jewl							0	0
of Shock	719	100	1	1	6		1				8	13	dex		6	10										weap	glov	ring	amul	misl	belt	lcha						0	0
of Lightning	720	100	1	1	10		3				8	13	att		110	121	swing2		6	7						mcha												0	0
of Thunder	721	100	1	1	30		6				8	13	swing1		12	17										weap	glov	ring	amul	misl	belt	lcha	jewl					0	0
of Storms	722	100	1	1	33		7				8	13	res-cold		15	22										armo	shld	amul	ring	lcha	jewl							0	0
of Shock	723	100	1	1	10		3				8	13	mana		55	66	regen-mana		4	7						mcha												0	0
of Lightning	724	100	1	1	21		5				8	13	extra-fire		3	4	dmg-fire		14	28						scha	mcha											0	0
of Thunder	725	100	1	1	36		7				8	13	dmg-mag		19	95										weap	glov	ring	amul	misl	belt	lcha	jewl					0	0
of Storms	726	100	1	1	51		12				8	13	str		13	23										weap	glov	ring	amul	misl	belt	lcha	jewl					0	0
of Shock	727	100	1	1	18		4				8	13	dmg-cold		14	70										weap	glov	ring	amul	misl	belt	lcha	jewl					0	0
of Lightning	728	100	1	1	31		7				8	13	regen-mana		10	14										weap	glov	ring	amul	misl	belt	lcha	jewl					0	0
of Thunder	729	100	1	1	49		12				8	13	att		200	220	swing2		10	12						mcha												0	0
of Storms	730	100	1	1	67		13				8	13	red-mag		14	25										armo	shld	amul	ring	lcha	jewl							0	0
of Dexterity	731	100	1	1	1		1				8	17	dmg%		50	60										weap	glov	ring	amul	misl	belt	lcha						0	0
of Dexterity	732	100	1	1	1		1				8	17	vit		5	9										weap	glov	ring	amul	misl	belt	lcha						0	0
of Strength	733	100	1	1	1		1				8	31	dmg-fire		10	50										weap	glov	ring	amul	misl	belt	lcha						0	0
of Strength	734	100	1	1	1		1				8	31	att%		10	20										weap	glov	ring	amul	misl	belt	lcha						0	0
of Thorns	735	100	1	1	1		1				8	6	mana-kill		5	10										weap	glov	ring	amul	misl	belt	lcha						0	0
of Frost	736	100	1	1	1		1				8	10	extra-cold		2	3	dmg-cold		10	20						scha	mcha	jewl										0	0
of Flame	737	100	1	1	1		1				8	12	balance1		4	6										armo	shld	amul	ring	lcha	jewl							0	0
of Blight	738	100	1	1	1		1				8	16	ac%		7	8										armo	shld	amul	ring	lcha	jewl							0	0
of Shock	739	100	1	1	1		1				8	13	res-mag		2	3										armo	shld	amul	ring	lcha	jewl							0	0
of Regeneration	740	100	1	1	1		1				8	19	res-pois-len		5	7										armo	shld	amul	ring	lcha	jewl							0	0
of Energy	741	100	1	1	1		1				8	23	hp		15	20	mana		10	12						scha	mcha	jewl										0	0
of Light	742	100	1	1	1		1				8	25	mag%		3	3										weap	glov	ring	amul	misl	belt	lcha						0	0
of the Leech	743	100	1	1	36		7				8	27	mana-kill		10	19										weap	glov	ring	amul	misl	belt	lcha	jewl					0	0
of the Locust	744	100	1	1	70		15				8	27	att		1000	1500										weap	glov	ring	amul									0	0
of the Lamprey	745	100	1	1	70		15				8	27	dmg-norm		70	80										weap	glov	ring	amul									0	0
