index	code_name	code_normal	sets_normal	sets_exceptional	sets_elite	uniques_normal	uniques_exceptional	uniques_elite
1154	lenyms_cord					belt/sash_l	belt/sash_l	belt/sash_l
1155	snakecord					belt/light_belt	belt/light_belt	belt/light_belt
1156	nightsmoke					belt/belt_m	belt/belt_m	belt/belt_m
1157	goldwrap					belt/heavy_belt	belt/heavy_belt	belt/heavy_belt
1158	bladebuckle					belt/girdle_h	belt/girdle_h	belt/girdle_h
1159	nokozan_relic					amulet/amulet	amulet/amulet	amulet/amulet
1160	the_eye_of_etlich					amulet/amulet	amulet/amulet	amulet/amulet
1161	the_mahim_oak_curio					amulet/amulet	amulet/amulet	amulet/amulet
1162	nagelring					ring/ring	ring/ring	ring/ring
1163	manald_heal					ring/ring	ring/ring	ring/ring
1164	the_stone_of_jordan					ring/ring	ring/ring	ring/ring
1165	amulet_of_the_viper					amulet/viper_amulet	amulet/viper_amulet	amulet/viper_amulet
1166	staff_of_kings					staff/staff_of_the_kings	staff/staff_of_the_kings	staff/staff_of_the_kings
1167	horadric_staff					staff/horadric_staff	staff/horadric_staff	staff/horadric_staff
1168	hell_forge_hammer					hammer/hellforge_hammer	hammer/hellforge_hammer	hammer/hellforge_hammer
1169	khalim_flail					mace/khalim_flail	mace/khalim_flail	mace/khalim_flail
1170	super_khalim_flail					mace/super_khalim_flail	mace/super_khalim_flail	mace/super_khalim_flail
1171	coldkill					axe/the_gnasher	axe/the_gnasher	axe/the_gnasher
1172	butchers_pupil					axe/deathspade	axe/deathspade	axe/deathspade
1173	islestrike					axe/double_axe	axe/double_axe	axe/double_axe
1174	pompes_wrath					axe/mindrend	axe/mindrend	axe/mindrend
1175	guardian_naga					axe/war_axe	axe/war_axe	axe/war_axe
1176	warlords_trust					axe/large_axe	axe/large_axe	axe/large_axe
1177	spellsteel					axe/broad_axe	axe/broad_axe	axe/broad_axe
1178	stormrider					axe/stormrider	axe/stormrider	axe/stormrider
1179	boneslayer_blade					axe/brainhew	axe/brainhew	axe/brainhew
1180	the_minataur					axe/the_minataur	axe/the_minataur	axe/the_minataur
1181	suicide_branch					wand/wand	wand/wand	wand/wand
1182	carin_shard					wand/yew_wand	wand/yew_wand	wand/yew_wand
1183	arm_of_king_leoric					wand/gravenspine	wand/gravenspine	wand/gravenspine
1184	blackhand_key					wand/blackhand_key	wand/blackhand_key	wand/blackhand_key
1185	dark_clan_crusher					club/felloak	club/felloak	club/felloak
1186	zakarums_hand					scepter/scepter	scepter/scepter	scepter/scepter
1187	the_fetid_sprinkler					scepter/grand_scepter	scepter/grand_scepter	scepter/grand_scepter
1188	hand_of_blessed_light					scepter/war_scepter	scepter/war_scepter	scepter/war_scepter
1189	fleshrender					club/stoutnail	club/stoutnail	club/stoutnail
1190	sureshrill_frost					mace/mace	mace/mace	mace/mace
1191	moonfall					mace/bloodrise	mace/bloodrise	mace/bloodrise
1192	baezils_vortex					mace/flail	mace/flail	mace/flail
1193	earthshaker					hammer/war_hammer	hammer/war_hammer	hammer/war_hammer
1194	bloodtree_stump					hammer/maul	hammer/maul	hammer/maul
1195	the_gavel_of_pain					hammer/the_gavel_of_pain	hammer/the_gavel_of_pain	hammer/the_gavel_of_pain
1196	bloodletter					sword/short_sword	sword/short_sword	sword/short_sword
1197	coldsteel_eye					sword/blood_crescent	sword/blood_crescent	sword/blood_crescent
1198	hexfire					sword/hexfire	sword/hexfire	sword/hexfire
1199	blade_of_ali_baba					sword/falchion	sword/falchion	sword/falchion
1200	ginthers_rift					sword/ginthers_rift	sword/ginthers_rift	sword/ginthers_rift
1201	headstriker					sword/broad_sword	sword/broad_sword	sword/broad_sword
1202	plague_bearer					sword/plague_bearer	sword/plague_bearer	sword/plague_bearer
1203	the_atlantian					sword/war_sword	sword/war_sword	sword/war_sword
1204	crainte_vomir					sword/shadowfang	sword/shadowfang	sword/shadowfang
1205	bing_sz_wang					sword/claymore	sword/claymore	sword/claymore
1206	the_vile_husk					sword/kinemils_awl	sword/kinemils_awl	sword/kinemils_awl
1207	cloudcrack					sword/blacktongue	sword/blacktongue	sword/blacktongue
1208	todesfaelle_flamme					sword/todesfaelle_flamme	sword/todesfaelle_flamme	sword/todesfaelle_flamme
1209	swordguard					sword/the_patriarch	sword/the_patriarch	sword/the_patriarch
1210	spineripper					knife/dagger	knife/dagger	knife/dagger
1211	heart_carver					knife/dirk	knife/dirk	knife/dirk
1212	blackbogs_sharp					knife/the_jade_tan_do	knife/the_jade_tan_do	knife/the_jade_tan_do
1213	stormspike					knife/stormspike	knife/stormspike	knife/stormspike
1214	the_impaler					spear/spear	spear/spear	spear/spear
1215	kelpie_snare					spear/razortine	spear/razortine	spear/razortine
1216	soulfeast_tine					spear/soulfeast_tine	spear/soulfeast_tine	spear/soulfeast_tine
1217	hone_sundan					spear/spetum	spear/spetum	spear/spetum
1218	spire_of_honor					spear/pike	spear/pike	spear/pike
1219	the_meat_scraper					polearm/bardiche	polearm/bardiche	polearm/bardiche
1220	blackleach_blade					polearm/voulge	polearm/voulge	polearm/voulge
1221	athenas_wrath					polearm/athenas_wrath	polearm/athenas_wrath	polearm/athenas_wrath
1222	pierre_tombale_couant					polearm/poleaxe	polearm/poleaxe	polearm/poleaxe
1223	husoldal_evo					polearm/halberd	polearm/halberd	polearm/halberd
1224	grims_burning_dead					polearm/war_scythe	polearm/war_scythe	polearm/war_scythe
1225	razorswitch					staff/short_staff	staff/short_staff	staff/short_staff
1226	ribcracker					staff/long_staff	staff/long_staff	staff/long_staff
1227	chromatic_ire					staff/lazarus_spire	staff/lazarus_spire	staff/lazarus_spire
1228	warpspear					staff/battle_staff	staff/battle_staff	staff/battle_staff
1229	skullcollector					staff/skullcollector	staff/skullcollector	staff/skullcollector
1230	skystrike					bow/short_bow	bow/short_bow	bow/short_bow
1231	riphook					bow/hunters_bow	bow/hunters_bow	bow/hunters_bow
1232	kuko_shakaku					bow/kuko_shakaku	bow/kuko_shakaku	bow/kuko_shakaku
1233	endlesshail					bow/piercerib	bow/piercerib	bow/piercerib
1234	whichwild_string					bow/whichwild_string	bow/whichwild_string	bow/whichwild_string
1235	cliffkiller					bow/long_battle_bow	bow/long_battle_bow	bow/long_battle_bow
1236	magewrath					bow/hellclap	bow/hellclap	bow/hellclap
1237	godstrike_arch					bow/long_war_bow	bow/long_war_bow	bow/long_war_bow
1238	langer_briser					bow/langer_briser	bow/langer_briser	bow/langer_briser
1239	pus_spiter					bow/pus_spiter	bow/pus_spiter	bow/pus_spiter
1240	buriza_do_kyanon					bow/hellcast	bow/hellcast	bow/hellcast
1241	demon_machine					bow/doomspittle	bow/doomspittle	bow/doomspittle
1242	peasent_crown					helmet/cap_hat	helmet/cap_hat	helmet/cap_hat
1243	rockstopper					helmet/rockstopper	helmet/rockstopper	helmet/rockstopper
1244	stealskull					helmet/coif_of_glory	helmet/coif_of_glory	helmet/coif_of_glory
1245	darksight_helm					helmet/duskdeep	helmet/duskdeep	helmet/duskdeep
1246	valkiry_wing					helmet/great_helm	helmet/great_helm	helmet/great_helm
1247	crown_of_thieves					helmet/crown_of_thieves	helmet/crown_of_thieves	helmet/crown_of_thieves
1248	blackhorns_face					helmet/mask	helmet/mask	helmet/mask
1249	vampiregaze					helmet/wormskull	helmet/wormskull	helmet/wormskull
1250	the_spirit_shroud					armor/quilted_armor	armor/quilted_armor	armor/quilted_armor
1251	skin_of_the_vipermagi					armor/leather_armor	armor/leather_armor	armor/leather_armor
1252	skin_of_the_flayerd_one					armor/hard_leather_armor	armor/hard_leather_armor	armor/hard_leather_armor
1253	ironpelt					armor/ironpelt	armor/ironpelt	armor/ironpelt
1254	spiritforge					armor/ring_mail	armor/ring_mail	armor/ring_mail
1255	crow_caw					armor/scale_mail	armor/scale_mail	armor/scale_mail
1256	shaftstop					armor/chain_mail	armor/chain_mail	armor/chain_mail
1257	duriels_shell					armor/breast_plate	armor/breast_plate	armor/breast_plate
1258	skullders_ire					armor/splint_mail	armor/splint_mail	armor/splint_mail
1259	guardian_angel					armor/plate_mail	armor/plate_mail	armor/plate_mail
1260	toothrow					armor/field_plate	armor/field_plate	armor/field_plate
1261	atmas_wail					armor/gothic_plate	armor/gothic_plate	armor/gothic_plate
1262	black_hades					armor/full_plate_mail	armor/full_plate_mail	armor/full_plate_mail
1263	corpsemourn					armor/corpsemourn	armor/corpsemourn	armor/corpsemourn
1264	que_hegans_wisdon					armor/light_plate	armor/light_plate	armor/light_plate
1265	visceratuant					shield/pelta_lunata	shield/pelta_lunata	shield/pelta_lunata
1266	mosers_blessed_circle					shield/mosers_blessed_circle	shield/mosers_blessed_circle	shield/mosers_blessed_circle
1267	stormchaser					shield/stormchaser	shield/stormchaser	shield/stormchaser
1268	tiamats_rebuke					shield/steelclash	shield/steelclash	shield/steelclash
1269	kerkes_sanctuary					shield/bverrit_keep	shield/bverrit_keep	shield/bverrit_keep
1270	radimants_sphere					shield/the_ward	shield/the_ward	shield/the_ward
1271	lidless_wall					shield/lidless_wall	shield/lidless_wall	shield/lidless_wall
1272	lance_guard					shield/lance_guard	shield/lance_guard	shield/lance_guard
1273	venom_grip					glove/gloves_l	glove/gloves_l	glove/gloves_l
1274	gravepalm					glove/heavy_gloves	glove/heavy_gloves	glove/heavy_gloves
1275	ghoulhide					glove/bracers_m	glove/bracers_m	glove/bracers_m
1276	lavagout					glove/light_gauntlets	glove/light_gauntlets	glove/light_gauntlets
1277	hellmouth					glove/gaunlets_h	glove/gaunlets_h	glove/gaunlets_h
1278	infernostride					boot/leather_boots	boot/leather_boots	boot/leather_boots
1279	waterwalk					boot/heavy_boots	boot/heavy_boots	boot/heavy_boots
1280	silkweave					boot/chain_boots	boot/chain_boots	boot/chain_boots
1281	wartraveler					boot/light_plate_boots	boot/light_plate_boots	boot/light_plate_boots
1282	gorerider					boot/plate_boots	boot/plate_boots	boot/plate_boots
1283	string_of_ears					belt/sash_l	belt/sash_l	belt/sash_l
1284	razortail					belt/light_belt	belt/light_belt	belt/light_belt
1285	gloomstrap					belt/belt_m	belt/belt_m	belt/belt_m
1286	snowclash					belt/heavy_belt	belt/heavy_belt	belt/heavy_belt
1287	thudergods_vigor					belt/girdle_h	belt/girdle_h	belt/girdle_h
1288	harlequin_crest					helmet/cap_hat	helmet/cap_hat	helmet/cap_hat
1289	veil_of_steel					helmet/great_helm	helmet/great_helm	helmet/great_helm
1290	the_gladiators_bane					armor/studded_leather	armor/ironpelt	armor/studded_leather
1291	arkaines_valor					armor/splint_mail	armor/splint_mail	armor/splint_mail
1292	blackoak_shield					shield/umbral_disk	shield/umbral_disk	shield/umbral_disk
1293	stormshield					shield/steelclash	shield/steelclash	shield/steelclash
1294	hellslayer					axe/the_chieftan	axe/the_chieftan	axe/the_chieftan
1295	messerschmidts_reaver					axe/brainhew	axe/brainhew	axe/brainhew
1296	baranars_star					mace/bloodrise	mace/bloodrise	mace/bloodrise
1297	schaefers_hammer					hammer/war_hammer	hammer/war_hammer	hammer/war_hammer
1298	the_cranium_basher					hammer/great_maul	hammer/the_gavel_of_pain	hammer/great_maul
1299	lightsabre					sword/lightsabre	sword/lightsabre	sword/lightsabre
1300	doombringer					sword/blacktongue	sword/blacktongue	sword/blacktongue
1301	the_grandfather					sword/the_patriarch	sword/the_patriarch	sword/the_patriarch
1302	wizardspike					knife/dagger	knife/dagger	knife/dagger
1303	stormspire					polearm/war_scythe	polearm/war_scythe	polearm/war_scythe
1304	eaglehorn					bow/long_battle_bow	bow/long_battle_bow	bow/long_battle_bow
1305	windforce					bow/long_war_bow	bow/long_war_bow	bow/long_war_bow
1306	bul_kathos_wedding_band					ring/ring	ring/ring	ring/ring
1307	the_cats_eye					amulet/amulet	amulet/amulet	amulet/amulet
1308	the_rising_sun					amulet/amulet	amulet/amulet	amulet/amulet
1309	crescent_moon					amulet/amulet	amulet/amulet	amulet/amulet
1310	maras_kaleidoscope					amulet/amulet	amulet/amulet	amulet/amulet
1311	atmas_scarab					amulet/amulet	amulet/amulet	amulet/amulet
1312	dwarf_star					ring/ring	ring/ring	ring/ring
1313	raven_frost					ring/ring	ring/ring	ring/ring
1314	highlords_wrath					amulet/amulet	amulet/amulet	amulet/amulet
1315	saracens_chance					amulet/amulet	amulet/amulet	amulet/amulet
1316	arreats_face					helmet/avenger_guard	helmet/avenger_guard	helmet/avenger_guard
1317	homunculus					voodoo_head/demon_head	voodoo_head/demon_head	voodoo_head/demon_head
1318	titans_revenge					javelin/maiden_javelin	javelin/maiden_javelin	javelin/maiden_javelin
1319	lycanders_aim					bow/reflex_bow	bow/reflex_bow	bow/reflex_bow
1320	lycanders_flank					spear/maiden_pike	spear/maiden_pike	spear/maiden_pike
1321	the_oculus					orb/dragon_stone	orb/dragon_stone	orb/dragon_stone
1322	herald_of_zakarum					shield/aerin_shield	shield/aerin_shield	shield/aerin_shield
1323	cutthroat_1					h2h/claws	h2h/claws	h2h/claws
1324	jalals_mane					pelt/spirit_mask	pelt/spirit_mask	pelt/spirit_mask
1325	the_scalper					axe/throwing_axe	axe/throwing_axe	axe/throwing_axe
1326	bloodmoon					sword/hexfire	sword/hexfire	sword/hexfire
1327	djinnslayer					sword/blood_crescent	sword/blood_crescent	sword/blood_crescent
1328	deathbit					knife/throwing_knife	knife/throwing_knife	knife/throwing_knife
1329	warshrike					knife/warshrike	knife/warshrike	knife/warshrike
1330	gutsiphon					bow/doomspittle	bow/doomspittle	bow/doomspittle
1331	razoredge					axe/the_gnasher	axe/the_gnasher	axe/the_gnasher
1332	demonlimb					club/stoutnail	club/stoutnail	club/stoutnail
1333	steelshade					helmet/coif_of_glory	helmet/coif_of_glory	helmet/coif_of_glory
1334	tomb_reaver					polearm/poleaxe	polearm/poleaxe	polearm/poleaxe
1335	deathss_web					wand/grim_wand	wand/blackhand_key	wand/grim_wand
1336	natures_peace					ring/ring	ring/ring	ring/ring
1337	azurewrath					sword/crystal_sword	sword/crystal_sword	sword/crystal_sword
1338	seraphs_hymn					amulet/amulet2	amulet/amulet2	amulet/amulet2
1339	fleshripper					knife/the_jade_tan_do	knife/the_jade_tan_do	knife/the_jade_tan_do
1340	horizons_tornado					mace/flail	mace/flail	mace/flail
1341	stone_crusher					hammer/war_hammer	hammer/war_hammer	hammer/war_hammer
1342	jadetalon					h2h/katar	h2h/katar	h2h/katar
1343	shadowdancer					boot/plate_boots	boot/plate_boots	boot/plate_boots
1344	cerebus					pelt/wolf_head	pelt/wolf_head	pelt/wolf_head
1345	tyraels_might					armor/victors_silk	armor/victors_silk	armor/victors_silk
1346	souldrain					glove/bracers_m	glove/bracers_m	glove/bracers_m
1347	runemaster					axe/double_axe	axe/double_axe	axe/double_axe
1348	deathcleaver					axe/war_axe	axe/war_axe	axe/war_axe
1349	executioners_justice					axe/giant_axe	axe/the_minataur	axe/giant_axe
1350	stoneraven					spear/maiden_spear	spear/maiden_spear	spear/maiden_spear
1351	leviathan					armor/field_plate	armor/field_plate	armor/field_plate
1352	wisp					ring/ring	ring/ring	ring/ring
1353	gargoyles_bite					javelin/throwing_spear	javelin/throwing_spear	javelin/throwing_spear
1354	lacerator					axe/balanced_axe	axe/balanced_axe	axe/balanced_axe
1355	mang_songs_lesson					staff/skullcollector	staff/skullcollector	staff/skullcollector
1356	viperfork					spear/brandistock	spear/soulfeast_tine	spear/brandistock
1357	ethereal_edge					axe/broad_axe	axe/broad_axe	axe/broad_axe
1358	demonhorns_edge					helmet/horned_helm	helmet/horned_helm	helmet/horned_helm
1359	the_reapers_toll					polearm/scythe	polearm/scythe	polearm/scythe
1360	spiritkeeper					pelt/antlers	pelt/antlers	pelt/antlers
1361	hellrack					bow/hellcast	bow/hellcast	bow/hellcast
1362	alma_negra					shield/rondache	shield/rondache	shield/rondache
1363	darkforge_spawn					voodoo_head/demon_head	voodoo_head/demon_head	voodoo_head/demon_head
1364	widowmaker					bow/hellclap	bow/hellclap	bow/hellclap
1365	bloodravens_charge					bow/hellclap	bow/hellclap	bow/hellclap
1366	ghostflame					knife/blade	knife/stormspike	knife/blade
1367	shadowkiller					h2h/shadowkiller	h2h/shadowkiller	h2h/shadowkiller
1368	gimmershred					axe/throwing_axe	axe/throwing_axe	axe/throwing_axe
1369	griffons_eye					circlet/diadem	circlet/tiara	circlet/diadem
1370	windhammer					hammer/maul	hammer/maul	hammer/maul
1371	thunderstroke					javelin/maiden_javelin	javelin/maiden_javelin	javelin/maiden_javelin
1372	demons_arch					javelin/short_spear	javelin/short_spear	javelin/short_spear
1373	boneflame					voodoo_head/gargoyle_head	voodoo_head/gargoyle_head	voodoo_head/gargoyle_head
1374	steelpillar					spear/pike	spear/pike	spear/pike
1375	nightwings_veil					helmet/great_helm	helmet/great_helm	helmet/great_helm
1376	crown_of_ages					helmet/crown	helmet/crown_of_thieves	helmet/crown
1377	andariels_visage					helmet/mask	helmet/mask	helmet/mask
1378	dragonscale					shield/aerin_shield	shield/aerin_shield	shield/aerin_shield
1379	steel_carapice					armor/full_plate_mail	armor/full_plate_mail	armor/full_plate_mail
1380	medusas_gaze					shield/bverrit_keep	shield/bverrit_keep	shield/bverrit_keep
1381	ravenlore					pelt/falcon_mask	pelt/falcon_mask	pelt/falcon_mask
1382	boneshade					wand/gravenspine	wand/gravenspine	wand/gravenspine
1383	flamebellow					sword/kinemils_awl	sword/kinemils_awl	sword/kinemils_awl
1384	fathom					orb/dragon_stone	orb/dragon_stone	orb/dragon_stone
1385	wolfhowl					helmet/fanged_helm	helmet/fanged_helm	helmet/fanged_helm
1386	spirit_ward					shield/the_ward	shield/the_ward	shield/the_ward
1387	kiras_guardian					circlet/tiara	circlet/tiara	circlet/diadem
1388	ormus_robes					armor/quilted_armor	armor/quilted_armor	armor/quilted_armor
1389	gheeds_fortune					charm/charm_large	charm/charm_large	charm/charm_large
1390	stormlash					mace/flail	mace/flail	mace/flail
1391	halaberds_reign					helmet/assault_helmet	helmet/assault_helmet	helmet/assault_helmet
1392	spike_thorn					shield/swordback_hold	shield/swordback_hold	shield/swordback_hold
1393	draculs_grasp					glove/heavy_gloves	glove/heavy_gloves	glove/heavy_gloves
1394	frostwind					sword/hellplague	sword/hellplague	sword/hellplague
1395	templars_might					armor/victors_silk	armor/victors_silk	armor/victors_silk
1396	eschutas_temper					orb/sacred_globe	orb/sacred_globe	orb/sacred_globe
1397	firelizards_talons					h2h/claws	h2h/claws	h2h/claws
1398	sandstorm_trek					boot/heavy_boots	boot/heavy_boots	boot/heavy_boots
1399	marrowwalk					boot/chain_boots	boot/chain_boots	boot/chain_boots
1400	heavens_light					scepter/scepter	scepter/scepter	scepter/scepter
1401	arachnid_mesh					belt/sash_l	belt/sash_l	belt/sash_l
1402	nosferatus_coil					belt/light_belt	belt/light_belt	belt/light_belt
1403	metalgrid					amulet/amulet	amulet/amulet	amulet/amulet
1404	verdugos_hearty_cord					belt/belt_m	belt/belt_m	belt/belt_m
1405	carrion_wind					ring/ring	ring/ring	ring/ring
1406	giantskull					helmet/bone_helm	helmet/bone_helm	helmet/bone_helm
1407	ironward					scepter/war_scepter	scepter/war_scepter	scepter/war_scepter
1408	annihilus					quest/mephisto_soul_stone	quest/mephisto_soul_stone	quest/mephisto_soul_stone
1409	ariocs_needle					spear/spear	spear/spear	spear/spear
1410	cranebeak					axe/mindrend	axe/mindrend	axe/mindrend
1411	nords_tenderizer					club/felloak	club/felloak	club/felloak
1412	earthshifter					hammer/great_maul	hammer/the_gavel_of_pain	hammer/great_maul
1413	wraithflight					javelin/glaive	javelin/glaive	javelin/glaive
1414	bonehew					polearm/bardiche	polearm/bardiche	polearm/bardiche
1415	ondals_wisdom					staff/lazarus_spire	staff/lazarus_spire	staff/lazarus_spire
1416	the_reedeemer					scepter/scepter	scepter/scepter	scepter/scepter
1417	headhunters_glory					shield/wall_of_the_eyeless	shield/wall_of_the_eyeless	shield/wall_of_the_eyeless
1418	steelrend					glove/gaunlets_h	glove/gaunlets_h	glove/gaunlets_h
1419	rainbow_facet					gem/perfect_diamond	gem/perfect_diamond	gem/perfect_diamond
1420	hellfire_torch					torch/torch	torch/torch	torch/torch
1421	cold_rupture					charm/charm_large	charm/charm_large	charm/charm_large
1422	flame_rift					charm/charm_large	charm/charm_large	charm/charm_large
1423	crack_of_the_heavens					charm/charm_large	charm/charm_large	charm/charm_large
1424	rotting_fissure					charm/charm_large	charm/charm_large	charm/charm_large
1425	bone_break					charm/charm_large	charm/charm_large	charm/charm_large
1426	black_cleft					charm/charm_large	charm/charm_large	charm/charm_large
1427	Flowerborn					staff/long_staff	staff/long_staff	staff/long_staff
1428	Scorch Stick					staff/long_staff	staff/long_staff	staff/long_staff
1429	Octagon Rod					staff/long_staff	staff/long_staff	staff/long_staff
1430	Ashen Twig					staff/short_staff	staff/short_staff	staff/short_staff
1431	Crumbling Cane					staff/short_staff	staff/short_staff	staff/short_staff
1432	Rod of Fire					staff/short_staff	staff/short_staff	staff/short_staff
1433	Deaths Protection					shield/pelta_lunata	shield/pelta_lunata	shield/pelta_lunata
1434	Safeguard					shield/pelta_lunata	shield/pelta_lunata	shield/pelta_lunata
1435	Regenerative Guard					shield/pelta_lunata	shield/pelta_lunata	shield/pelta_lunata
1436	Chopping Block					axe/the_gnasher	axe/the_gnasher	axe/the_gnasher
1437	Fjord Focus					axe/the_gnasher	axe/the_gnasher	axe/the_gnasher
1438	The Other Gnasher					axe/the_gnasher	axe/the_gnasher	axe/the_gnasher
1439	Pine Waste					axe/large_axe	axe/large_axe	axe/large_axe
1440	Lifehack					axe/large_axe	axe/large_axe	axe/large_axe
1441	The Chopper					axe/large_axe	axe/large_axe	axe/large_axe
1442	Cinder Crocs					boot/leather_boots	boot/leather_boots	boot/leather_boots
1443	Flamefoot					boot/leather_boots	boot/leather_boots	boot/leather_boots
1444	Cinder Crocs					boot/leather_boots	boot/leather_boots	boot/leather_boots
1445	Volcano Step					boot/leather_boots	boot/leather_boots	boot/leather_boots
1446	Snakehead					javelin/javelin	javelin/javelin	javelin/javelin
1447	Molten Tip					javelin/javelin	javelin/javelin	javelin/javelin
1448	Fridgid Spear					javelin/javelin	javelin/javelin	javelin/javelin
1449	Primative Log					club/felloak	club/felloak	club/felloak
1450	Beatdown					club/felloak	club/felloak	club/felloak
1451	The Cronch					club/felloak	club/felloak	club/felloak
1452	Flaming Saber					sword/short_sword	sword/short_sword	sword/short_sword
1453	Ramza's Squire					sword/short_sword	sword/short_sword	sword/short_sword
1454	Delita's Blade					sword/short_sword	sword/short_sword	sword/short_sword
1455	Electro Steel					sword/short_sword	sword/short_sword	sword/short_sword
1456	Sands of Time					sword/blood_crescent	sword/blood_crescent	sword/blood_crescent
1457	Sharp Steel					sword/blood_crescent	sword/blood_crescent	sword/blood_crescent
1458	Flame Crescent					sword/blood_crescent	sword/blood_crescent	sword/blood_crescent
1459	Thunderslash					sword/krintizs_skewer	sword/krintizs_skewer	sword/krintizs_skewer
1460	Frostslash					sword/krintizs_skewer	sword/krintizs_skewer	sword/krintizs_skewer
1461	Flameslash					sword/krintizs_skewer	sword/krintizs_skewer	sword/krintizs_skewer
1462	Molten Cane					staff/war_staff	staff/skullcollector	staff/war_staff
1463	Fridgid Point					spear/spear	spear/spear	spear/spear
1464	Heaven and Hell					spear/spear	spear/spear	spear/spear
1465	Absolute Zero					spear/spear	spear/spear	spear/spear
1466	Terminal Crush					mace/mace	mace/mace	mace/mace
1467	The Conductor					mace/mace	mace/mace	mace/mace
1468	Spikeball					mace/mace	mace/mace	mace/mace
1469	Dragon Heartstring					wand/iros_torch	wand/iros_torch	wand/iros_torch
1470	Veela Hair					wand/iros_torch	wand/iros_torch	wand/iros_torch
1471	Pixie Dust					wand/iros_torch	wand/iros_torch	wand/iros_torch
1472	Endless Winter					wand/iros_torch	wand/iros_torch	wand/iros_torch
1473	Kings Faithful					scepter/scepter	scepter/scepter	scepter/scepter
1474	Storm Gambit					scepter/scepter	scepter/scepter	scepter/scepter
1475	Old Faithful					scepter/scepter	scepter/scepter	scepter/scepter
1476	Magma Walkers					boot/leather_boots	boot/leather_boots	boot/leather_boots
1477	Golden Ray					spear/razortine	spear/razortine	spear/razortine
1478	Schism					spear/razortine	spear/razortine	spear/razortine
1479	Sharp Spine					spear/razortine	spear/razortine	spear/razortine
1480	Wanderer's Blade					sword/falchion	sword/falchion	sword/falchion
1481	Blood Sword					sword/falchion	sword/falchion	sword/falchion
1482	Ice Brand					sword/falchion	sword/falchion	sword/falchion
1483	Traxx					axe/deathspade	axe/deathspade	axe/deathspade
1484	Brain Cutter					axe/deathspade	axe/deathspade	axe/deathspade
1485	Serrated Log					axe/deathspade	axe/deathspade	axe/deathspade
1486	Double Cut					axe/double_axe	axe/double_axe	axe/double_axe
1487	Burning Blades					axe/double_axe	axe/double_axe	axe/double_axe
1488	Aximus					axe/double_axe	axe/double_axe	axe/double_axe
1489	Purity Wear					armor/scale_mail	armor/scale_mail	armor/scale_mail
1490	Redguard's Outfit					armor/scale_mail	armor/scale_mail	armor/scale_mail
1491	Snail Mail					armor/scale_mail	armor/scale_mail	armor/scale_mail
1492	Rusted Metalcage					armor/scale_mail	armor/scale_mail	armor/scale_mail
1493	Furious Slash					axe/broad_axe	axe/broad_axe	axe/broad_axe
1494	Lumbersmack					axe/broad_axe	axe/broad_axe	axe/broad_axe
1495	Sharp Swing					axe/broad_axe	axe/broad_axe	axe/broad_axe
1496	Splitting Gavel					hammer/war_hammer	hammer/war_hammer	hammer/war_hammer
1497	Smoldering Smelt					hammer/war_hammer	hammer/war_hammer	hammer/war_hammer
1498	Frost Giants Crusher					hammer/war_hammer	hammer/war_hammer	hammer/war_hammer
1499	Rajjins Footwork					boot/heavy_boots	boot/heavy_boots	boot/heavy_boots
1500	Auradin's Trinket					amulet/amulet	amulet/amulet	amulet/amulet
1501	Stone Greaves					boot/heavy_boots	boot/heavy_boots	boot/heavy_boots
1502	Quickstep					boot/heavy_boots	boot/heavy_boots	boot/heavy_boots
1503	Guardsman Plate					armor/breast_plate	armor/breast_plate	armor/breast_plate
1504	Goron					armor/breast_plate	armor/breast_plate	armor/breast_plate
1505	Goron					armor/breast_plate	armor/breast_plate	armor/breast_plate
1506	Holy Knights Armor					armor/breast_plate	armor/breast_plate	armor/breast_plate
1507	Ring of Humbled Dreams					ring/ring	ring/ring	ring/ring
1508	Weigraf					sword/broad_sword	sword/broad_sword	sword/broad_sword
1509	Erebus					sword/broad_sword	sword/broad_sword	sword/broad_sword
1510	Temporal Sword					sword/broad_sword	sword/broad_sword	sword/broad_sword
1511	Grand Helmet					helmet/duskdeep	helmet/duskdeep	helmet/duskdeep
1512	Kilrians Skullbreaker					mace/flail	mace/flail	mace/flail
1513	Fujis Fury					mace/flail	mace/flail	mace/flail
1514	Ultraconductor					mace/flail	mace/flail	mace/flail
1515	Shield Of The Dark Dimension					shield/the_ward	shield/the_ward	shield/the_ward
1516	Centurion					helmet/duskdeep	helmet/duskdeep	helmet/duskdeep
1517	Warmonger					staff/war_staff	staff/skullcollector	staff/war_staff
1518	Solemn Gaze					helmet/duskdeep	helmet/duskdeep	helmet/duskdeep
1519	Shield Of Conduction					shield/the_ward	shield/the_ward	shield/the_ward
1520	Seismic Coldguard					shield/the_ward	shield/the_ward	shield/the_ward
1521	Face of Terror					helmet/duskdeep	helmet/duskdeep	helmet/duskdeep
1522	Chillgrips					glove/gloves_l	glove/gloves_l	glove/gloves_l
1523	Firefingers					glove/gloves_l	glove/gloves_l	glove/gloves_l
1524	Lightningleather					glove/gloves_l	glove/gloves_l	glove/gloves_l
1525	Winds Of War					staff/war_staff	staff/skullcollector	staff/war_staff
1526	Evergreen					bow/short_bow	bow/short_bow	bow/short_bow
1527	Tracerie					armor/gothic_plate	armor/gothic_plate	armor/gothic_plate
1528	Earthen Torso					armor/gothic_plate	armor/gothic_plate	armor/gothic_plate
