Name	version	*order	spawnable	rare	level	maxlevel	levelreq	classspecific	class	classlevelreq	frequency	group	mod1code	mod1param	mod1min	mod1max	mod2code	mod2param	mod2min	mod2max	mod3code	mod3param	mod3min	mod3max	transformcolor	itype1	itype2	itype3	itype4	itype5	itype6	itype7	etype1	etype2	etype3	etype4	etype5	multiply	add
Scorching	100	550	1		70		60				5	125	skilltab	18	3	3										weap	ring	amul	misl									0	0
Static	100	551	1	1	19		6				5	139	res-pois		12	20										armo	shld	amul	ring	lcha	jewl	jewl						0	0
Glowing	100	552	1		26		6				5	139	regen-mana		14	22										scha	mcha	jewl				mace						0	0
Buzzing	100	553	1	1	35		6				5	139	red-dmg%		2	2										armo	shld	amul	ring	lcha	jewl							0	0
Arcing	100	554	1	1	1		1				5	139	att		50	96										weap	glov	ring	amul	misl	belt	lcha						0	0
Shocking	100	555	1	1	55		25				5	139	oskill	Mind Blast	1	2	all-stats		4	4						boot	glov	amul	ring	lcha								0	0
Septic	100	556	1	1	1		1				5	140	ac%		7	10										armo	shld	amul	ring	lcha	jewl							0	0
Envenomed	100	557	1	1	15		6				5	140	mana		7	12										weap	glov	ring	amul	misl	belt	lcha						0	0
Corosive	100	558	1	1	30		6				5	140	dmg-min		16	19	dmg-max		22	22						weap	glov	ring	amul	misl	belt	lcha						0	0
Toxic	100	559	1	1	52		25				5	140	res-mag		2	4										mcha												0	0
Pestilent	100	560	1	1	1		1				5	140	swing1		7	12										weap	glov	ring	amul	misl	belt	lcha						0	0
Maiden's	1	561	1	1	54		25				5	125	dmg-ltng		21	146										mcha												0	0
Valkyrie's	1	562	1		70		60				5	125	skilltab	17	3	3										weap	ring	amul	misl									0	0
Maiden's	1	563	1	1	45		14				5	125	mag%		10	14										mcha	boot	ring	amul	tors								0	0
Valkyrie's	1	564	1		70		60				5	125	skilltab	16	3	3										weap	ring	amul	misl									0	0
Monk's	1	565	1	1	54		25				5	125	dmg-fire		21	146									blac	mcha												0	0
Priest's	1	566	1		70		60				5	125	skilltab	15	3	3										weap	ring	amul	misl									0	0
Monk's	1	567	1	1	45		18				5	125	ac%		16	22										armo	shld	amul	ring	lcha	jewl							0	0
Priest's	1	568	1		70		60				5	125	skilltab	14	3	3										weap	ring	amul	misl									0	0
Monk's	1	569	1	1	52		25				5	125	dmg-max		11	14										mcha												0	0
Priest's	1	570	1		70		60				5	125	skilltab	13	3	3										weap	ring	amul	misl									0	0
Summoner's	1	571	1	1	54		25				5	125	dmg%		33	44									lgld	mcha												0	0
Necromancer's	1	572	1	1	1		1				5	125	res-ltng		9	16										armo	shld	amul	ring	lcha	jewl							0	0
Summoner's	1	573	1	1	45		14				5	125	gold%		15	18										mcha	boot	ring	amul	tors								0	0
Necromancer's	1	574	1		70		60				5	125	skilltab	12	3	3										weap	ring	amul	misl									0	0
Angel's	1	575	1	1	54		25				5	125	dmg-mag		21	146										mcha												0	0
Arch-Angel's	1	576	1		70		60				5	125	skilltab	11	3	3										weap	ring	amul	misl									0	0
Angel's	1	577	1	1	45		14				5	125	hp%		2	4										mcha	boot	ring	amul	tors								0	0
Arch-Angel's	1	578	1		70		60				5	125	skilltab	10	3	3										weap	ring	amul	misl									0	0
Slayer's	1	579	1	1	54		25				5	125	dmg-cold		21	146										mcha												0	0
Berserker's	1	580	1		70		60				5	125	skilltab	9	3	3										weap	ring	amul	misl									0	0
Slayer's	1	581	1	1	45		14				5	125	res-pois		20	30										mcha	boot	ring	amul	tors								0	0
Berserker's	1	582	1		70		60				5	125	skilltab	8	3	3										weap	ring	amul	misl									0	0
Slayer's	100	583	1	1	45		18				5	125	res-all		4	7										mcha	boot	ring	amul	tors								0	0
Berserker's	100	584	1		70		60				5	125	skilltab	7	3	3										weap	ring	amul	misl									0	0
Shaman's	100	585	1	1	54		25				5	125	manasteal		1	1									lgld	mcha												0	0
Hierophant's	100	586	1		70		60				5	125	skilltab	6	3	3										weap	ring	amul	misl									0	0
Shaman's	100	587	1	1	45		14				5	125	red-dmg		12	25										armo	shld	amul	ring	lcha	jewl							0	0
Hierophant's	100	588	1		70		60				5	125	skilltab	5	3	3										weap	ring	amul	misl									0	0
Magekiller's	100	589	1	1	54		25				5	125	dmg-fire		1	46			8	15						armo	rod	miss	ring	amul	lcha							0	0
Witch-hunter's	100	590	1		70		60				5	125	skilltab	4	3	3										weap	ring	amul	misl									0	0
Magekiller's	100	591	1	1	1		1				5	125	reduce-ac		4	7										weap	glov	ring	amul	misl	belt	lcha						0	0
Witch-hunter's	100	592	1		70		60				5	125	skilltab	3	3	3										weap	ring	amul	misl									0	0
Compact	100	593	1	1	1		1				5	141	extra-fire		2	4	dmg-fire		10	20						scha	mcha	jewl										0	0
Thin	100	594	1		25		6				5	141	block1		5	6	str		5	9						scha	mcha	jewl				mace						0	0
Dense	100	595	1	1	50		14				5	141	str		27	43										weap	ring	amul	glov									0	0
Consecrated	100	596	1	1	1		1				5	142	red-dmg%		1	1										armo	shld	amul	ring	lcha	jewl							0	0
Pure	100	597	1		22		6				5	142	vit		12	25										weap	glov	ring	amul	misl	belt	lcha						0	0
Sacred	100	598	1	1	37		6				5	142	heal-kill		18	42										weap	glov	ring	amul	misl	belt	lcha						0	0
Hallowed	100	599	1	1	52		25				5	142	swing2		4	5										mcha												0	0
Divine	100	600	1	1	60		40				5	142	move2		30	40									lgld	boot												0	0
Pearl	100	601	1		27		6				5	142	extra-pois		5	10										scha	mcha	jewl				mace						0	0
Crimson	100	602	1	1	7		6				5	118	light		5	7										scha	mcha	jewl				jewl						0	0
Red	100	603	1	1	1		1				5	103	regen		100	180										armo	shld	amul	ring	lcha	jewl							0	0
Sanguinary	100	604	1	1	60		40				5	103	res-cold		10	15	res-ltng		10	15						armor	lcha											0	0
Bloody	100	605	1		70		60				5	103	skilltab	2	3	3										weap	ring	amul	misl									0	0
Red	100	606	1	1	45		14				5	103	light		10	13										mcha	boot	ring	amul	tors								0	0
Sanguinary	100	607	1		70		60				5	103	skilltab	1	3	3										weap	ring	amul	misl									0	0
Red	100	608	1	1	70		60				5	103	res-all		2	2										scha	jewl											0	0
Jagged	100	609	1	1	10		6				5	104	regen		100	180										armo	shld	amul	ring	lcha	jewl	jewl						0	0
Forked	100	610	1	1	55		25				5	104	oskill	Mind Blast	1	2	all-stats		4	4						boot	glov	amul	ring	lcha								0	0
Serrated	100	611	1	1	70		60				5	104	res-mag		3	3										scha	jewl											0	0
Jagged	100	612	1	1	70		60				5	104	res-pois		4	9										scha	jewl											0	0
Forked	100	613	1	1	70		60				5	104	res-ltng		4	9										scha	jewl											0	0
Jagged	100	614	1	1	70		60				5	104	res-cold		4	9										scha	jewl											0	0
Snowflake	100	615	1	1	13		6				5	137	vit		7	14										weap	glov	ring	amul	misl	belt	lcha						0	0
Shivering	100	616	1		22		6				5	137	enr		12	25										weap	glov	ring	amul	misl	belt	lcha						0	0
Boreal	100	617	1	1	45		14				5	137	res-cold		20	30										mcha	boot	ring	amul	tors								0	0
Hibernal	100	618	1	1	60		40				5	137	dmg-min		30	60	dmg%		100	200						weap												0	0
Snowflake	100	619	1		27		6				5	137	move1		9	14										armo	shld	amul	ring	lcha	jewl	jave						0	0
Shivering	100	620	1	1	43		14				5	137	res-pois		21	36										armo	shld	amul	ring	lcha	jewl	jave						0	0
Boreal	100	621	1	1	70		60				5	137	res-fire		4	9										scha	jewl											0	0
Hibernal	100	622	1	1	70		60				5	137	cast2		3	7										scha	jewl											0	0
Snowflake	100	623	1	1	40		14				5	137	block1		5	6	str		5	9						scha	mcha	jewl				mace						0	0
Shivering	100	624	1	1	60		40				5	137	str		17	25										armo	ring	amul	jewl									0	0
Boreal	100	625	1	1	70		60				5	137	swing2		3	7										scha	jewl											0	0
Hibernal	100	626	1	1	70		60				5	137	ac		40	100										scha	jewl											0	0
Ember	100	627	1	1	70		60				5	138	mag%		10	15										scha	jewl											0	0
Smoldering	100	628	1		22		6				5	138	swing1		17	28										weap	glov	ring	amul	misl	belt	lcha						0	0
Smoking	100	629	1	1	42		18				5	138	res-ltng		21	36										armo	shld	amul	ring	lcha	jewl	mace						0	0
Flaming	100	630	1	1	60		40				5	138	enr		17	25									dgld	armo	ring	amul	jewl									0	0
Ember	100	631	1	1	19		6				5	138	res-mag		3	5										armo	shld	amul	ring	lcha	jewl	jewl						0	0
Smoldering	100	632	1	1	70		60				5	138	mag%		10	15										scha	jewl											0	0
Smoking	100	633	1	1	70		60				5	138	mag%		10	15										scha	jewl											0	0
Flaming	100	634	1	1	50		14				5	138	mana		243	389										weap	ring	amul	glov	lcha								0	0
Ember	100	635	1	1	31		6				5	138	light		10	14										scha	mcha	jewl				mace						0	0
Smoldering	100	636	1	1	60		40				5	138	dmg-min		23	27										weap	ring	amul	glov									0	0
Smoking	100	637	1	1	70		60				5	138	mag%		10	15										scha	jewl											0	0
Flaming	100	638	1	1	70		60				5	138	mag%		10	15										scha	jewl											0	0
Static	100	639	1	1	10		6				5	139	balance1		4	7										armo	shld	amul	ring	lcha	jewl	jewl						0	0
Glowing	100	640	1		21		6				5	139	dex		12	25										weap	glov	ring	amul	misl	belt	lcha						0	0
Arcing	100	641	1	1	43		18				5	139	regen		230	414										armo	shld	amul	ring	lcha	jewl	mace						0	0
Shocking	100	642	1	1	60		40				5	139	res-pois		28	34										armo	ring	amul	jewl									0	0
Static	100	643	1	1	21		6				5	139	red-mag		7	14										armo	shld	amul	ring	lcha	jewl	mace						0	0
Glowing	100	644	1	1	42		14				5	139	res-fire		21	36										armo	shld	amul	ring	lcha	jewl	mace						0	0
Arcing	100	645	1	1	70		60				5	139	mag%		10	15										scha	jewl											0	0
Shocking	100	646	1	1	70		60				5	139	mag%		10	15										scha	jewl											0	0
Static	100	647	1	1	34		6				5	139	move1		8	12										armo	shld	amul	ring	lcha	jewl	mace						0	0
Glowing	100	648	1	1	60		40				5	139	enr		17	39										armo	ring	amul	jewl									0	0
Arcing	100	649	1	1	70		60				5	139	mag%		10	15										scha	jewl											0	0
Shocking	100	650	1	1	70		60				5	139	mag%		10	15										scha	jewl											0	0
Septic	100	651	1	1	1		1				5	140	balance1		4	7										armo	shld	amul	ring	lcha	jewl							0	0
Envenomed	100	652	1	1	18		6				5	140	res-fire		12	20										armo	shld	amul	ring	lcha	jewl	jewl						0	0
Toxic	100	653	1	1	40		18				5	140	hp		35	55	mana		23	28						scha	mcha	jewl				mace						0	0
Pestilent	100	654	1	1	1		1				5	140	res-mag		2	4										armo	shld	amul	ring	lcha	jewl							0	0
Septic	100	655	1	1	13		6				5	140	dmg%		65	94										weap	glov	ring	amul	misl	belt	lcha						0	0
Envenomed	100	656	1	1	1		1				5	140	res-cold		9	16										armo	shld	amul	ring	lcha	jewl							0	0
Toxic	100	657	1	1	60		40				5	140	res-ltng		10	15	res-fire		10	15					dgrn	armor	lcha											0	0
Pestilent	100	658	1	1	70		60				5	140	manasteal		1	5										mcha	jewl	misl										0	0
Septic	100	659	1		27		6				5	140	res-ltng		21	36										armo	shld	amul	ring	lcha	jewl	jewl						0	0
Envenomed	100	660	1	1	50		14				5	140	cast1		23	32										weap	ring	amul	glov									0	0
Toxic	100	661	1	1	70		60				5	140	lifesteal		1	5										mcha	jewl	misl										0	0
Pestilent	100	662	1	1	70		60				5	140	dmg-cold		50	300										mcha	jewl	misl										0	0
Tireless	100	663	1	1	1		1				5	108	res-fire		9	16										armo	shld	amul	ring	lcha	jewl							0	0
Lizard's	100	664	1	1	1		1				5	115	extra-cold		2	4	dmg-cold		10	20						scha	mcha	jewl										0	0
Azure	100	665	1	1	1		1				5	117	extra-ltng		2	4	dmg-ltng		10	20						scha	mcha	jewl										0	0
Crimson	100	666	1	1	1		1				5	118	light		5	7										scha	mcha	jewl										0	0
Tangerine	100	667	1	1	1		1				5	119	regen-mana		6	10										scha	mcha	jewl										0	0
Beryl	100	668	1	1	1		1				5	120	hp		15	24	mana		10	12						scha	mcha	jewl										0	0
Godly	100	669	1	1	55		30				5	101	oskill	Tesla Arrow	1	2	all-stats		4	10						boot	glov	amul	ring	lcha								0	0
Grandmaster's	100	670	1	1	55		30				5	141	oskill	Flaming Arrow	1	2	all-stats		4	10						boot	glov	amul	ring	lcha								0	0
Grandmaster's	100	671	1	1	55		30				5	141	oskill	Magic Quiver	1	2	all-stats		4	10						boot	glov	amul	ring	lcha								0	0
Grandmaster's	100	672	1	1	55		30				5	141	oskill	Critical Strike	1	2	all-stats		4	10						boot	glov	amul	ring	lcha								0	0
Grandmaster's	100	673	1	1	55		30				5	141	oskill	Fan of Glaives	1	2	all-stats		4	10						boot	glov	amul	ring	lcha								0	0
Grandmaster's	100	674	1	1	55		30				5	141	oskill	Frost Arrow	1	2	all-stats		4	10						boot	glov	amul	ring	lcha								0	0
Grandmaster's	100	675	1	1	55		30				5	141	oskill	Meteor Arrow	1	2	all-stats		4	10						boot	glov	amul	ring	lcha								0	0
Grandmaster's	100	676	1	1	55		30				5	141	oskill	Dodge	1	2	all-stats		4	10						boot	glov	amul	ring	lcha								0	0
Grandmaster's	100	677	1	1	55		30				5	141	oskill	Shattering Javelin	1	2	all-stats		4	10						boot	glov	amul	ring	lcha								0	0
Grandmaster's	100	678	1	1	55		30				5	141	oskill	Cluster Grenades	1	2	all-stats		4	10						boot	glov	amul	ring	lcha								0	0
Grandmaster's	100	679	1	1	55		30				5	141	oskill	Arrow Hail	1	2	all-stats		4	10						boot	glov	amul	ring	lcha								0	0
Grandmaster's	100	680	1	1	55		30				5	141	oskill	Slow Missiles	1	2	all-stats		4	10						boot	glov	amul	ring	lcha								0	0
Grandmaster's	100	681	1	1	55		30				5	141	oskill	Lightning Arrow	1	2	all-stats		4	10						boot	glov	amul	ring	lcha								0	0
Grandmaster's	100	682	1	1	55		30				5	141	oskill	Shatter Arrow	1	2	all-stats		4	10						boot	glov	amul	ring	lcha								0	0
Grandmaster's	100	683	1	1	55		30				5	141	oskill	Flaming Spears	1	2	all-stats		4	10						boot	glov	amul	ring	lcha								0	0
Grandmaster's	100	684	1	1	55		30				5	141	oskill	Avoid	1	2	all-stats		4	10						boot	glov	amul	ring	lcha								0	0
Grandmaster's	100	685	1	1	55		30				5	141	oskill	Wind Strike	1	2	all-stats		4	10						boot	glov	amul	ring	lcha								0	0
Grandmaster's	100	686	1	1	55		30				5	141	oskill	Unstable Current	1	2	all-stats		4	10						boot	glov	amul	ring	lcha								0	0
Grandmaster's	100	687	1	1	55		30				5	141	oskill	Caustic Spear	1	2	all-stats		4	10						boot	glov	amul	ring	lcha								0	0
Grandmaster's	100	688	1	1	55		30				5	141	oskill	Chain Lightning Arrow	1	2	all-stats		4	10						boot	glov	amul	ring	lcha								0	0
Grandmaster's	100	689	1	1	55		30				5	141	oskill	Elemental Legend	1	2	all-stats		4	10						boot	glov	amul	ring	lcha								0	0
Grandmaster's	100	690	1	1	55		30				5	141	oskill	Power Of Arrows	1	2	all-stats		4	10						boot	glov	amul	ring	lcha								0	0
Grandmaster's	100	691	1	1	55		30				5	141	oskill	Evade	1	2	all-stats		4	10						boot	glov	amul	ring	lcha								0	0
Grandmaster's	100	692	1	1	55		30				5	141	oskill	Heavens Arrow	1	2	all-stats		4	10						boot	glov	amul	ring	lcha								0	0
Grandmaster's	100	693	1	1	55		30				5	141	oskill	Seismic Spear	1	2	all-stats		4	10						boot	glov	amul	ring	lcha								0	0
Grandmaster's	100	694	1	1	55		30				5	141	oskill	Spear Maiden	1	2	all-stats		4	10						boot	glov	amul	ring	lcha								0	0
Grandmaster's	100	695	1	1	55		30				5	141	oskill	Queen Of The Jungle	1	2	all-stats		4	10						boot	glov	amul	ring	lcha								0	0
Grandmaster's	100	696	1	1	55		30				5	141	oskill	Lightning Fury	1	2	all-stats		4	10						boot	glov	amul	ring	lcha								0	0
Grandmaster's	100	697	1	1	55		30				5	141	oskill	Evil Spearit	1	2	all-stats		4	10						boot	glov	amul	ring	lcha								0	0
Grandmaster's	100	698	1	1	55		30				5	141	oskill	Holy Spearit	1	2	all-stats		4	10						boot	glov	amul	ring	lcha								0	0
Grandmaster's	100	699	1	1	55		30				5	141	oskill	Volcanic Strike	1	2	all-stats		4	10						boot	glov	amul	ring	lcha								0	0
Grandmaster's	100	700	1	1	55		30				5	141	oskill	Snowball	1	2	all-stats		4	10						boot	glov	amul	ring	lcha								0	0
Grandmaster's	100	701	1	1	55		30				5	141	oskill	Storm Strike	1	2	all-stats		4	10						boot	glov	amul	ring	lcha								0	0
Grandmaster's	100	702	1	1	55		30				5	141	oskill	Flame Torrent	1	2	all-stats		4	10						boot	glov	amul	ring	lcha								0	0
Grandmaster's	100	703	1	1	55		30				5	141	oskill	Flame Cloak	1	2	all-stats		4	10						boot	glov	amul	ring	lcha								0	0
Grandmaster's	100	704	1	1	55		30				5	141	oskill	Meteor Shower	1	2	all-stats		4	10						boot	glov	amul	ring	lcha								0	0
Grandmaster's	100	705	1	1	55		30				5	141	oskill	Lightning Rod	1	2	all-stats		4	10						boot	glov	amul	ring	lcha								0	0
Grandmaster's	100	706	1	1	55		30				5	141	oskill	Warmth	1	2	all-stats		4	10						boot	glov	amul	ring	lcha								0	0
Grandmaster's	100	707	1	1	55		30				5	141	oskill	Flame Wave	1	2	all-stats		4	10						boot	glov	amul	ring	lcha								0	0
Grandmaster's	100	708	1	1	55		30				5	141	oskill	Ice Shard	1	2	all-stats		4	10						boot	glov	amul	ring	lcha								0	0
Grandmaster's	100	709	1	1	55		30				5	141	oskill	Eldritch FIre	1	2	all-stats		4	10						boot	glov	amul	ring	lcha								0	0
Grandmaster's	100	710	1	1	55		30				5	141	oskill	Scepter of Zeus	1	2	all-stats		4	10						boot	glov	amul	ring	lcha								0	0
Grandmaster's	100	711	1	1	55		30				5	141	oskill	Falling Cinder	1	2	all-stats		4	10						boot	glov	amul	ring	lcha								0	0
Grandmaster's	100	712	1	1	55		30				5	141	oskill	Energy Shield	1	2	all-stats		4	10						boot	glov	amul	ring	lcha								0	0
Grandmaster's	100	713	1	1	55		30				5	141	oskill	Twin Peaks	1	2	all-stats		4	10						boot	glov	amul	ring	lcha								0	0
Grandmaster's	100	714	1	1	55		30				5	141	oskill	Lightning Speed	1	2	all-stats		4	10						boot	glov	amul	ring	lcha								0	0
Grandmaster's	100	715	1	1	55		30				5	141	oskill	Enchant	1	2	all-stats		4	10						boot	glov	amul	ring	lcha								0	0
Grandmaster's	100	716	1	1	55		30				5	141	oskill	Storm Cloak	1	2	all-stats		4	10						boot	glov	amul	ring	lcha								0	0
Grandmaster's	100	717	1	1	55		30				5	141	oskill	Splitting Staff	1	2	all-stats		4	10						boot	glov	amul	ring	lcha								0	0
Grandmaster's	100	718	1	1	55		30				5	141	oskill	Ice Queen	1	2	all-stats		4	10						boot	glov	amul	ring	lcha								0	0
Grandmaster's	100	719	1	1	55		30				5	141	oskill	Frozen Fortress	1	2	all-stats		4	10						boot	glov	amul	ring	lcha								0	0
Grandmaster's	100	720	1	1	55		30				5	141	oskill	Ars Nova Borealis	1	2	all-stats		4	10						boot	glov	amul	ring	lcha								0	0
Grandmaster's	100	721	1	1	55		30				5	141	oskill	Lightning Orb	1	2	all-stats		4	10						boot	glov	amul	ring	lcha								0	0
Grandmaster's	100	722	1	1	55		30				5	141	oskill	Fire Mastery	1	2	all-stats		4	10						boot	glov	amul	ring	lcha								0	0
Grandmaster's	100	723	1	1	55		30				5	141	oskill	Storm Force	1	2	all-stats		4	10						boot	glov	amul	ring	lcha								0	0
Grandmaster's	100	724	1	1	55		30				5	141	oskill	Wave of Force	1	2	all-stats		4	4						weap	glov	amul	ring	lcha								0	0
Grandmaster's	100	725	1	1	55		30				5	141	oskill	Wave of Force	1	2	all-stats		4	4						weap	glov	amul	ring	lcha								0	0
Grandmaster's	100	726	1	1	55		30				5	141	oskill	Cold Mastery	1	2	all-stats		4	10						boot	glov	amul	ring	lcha								0	0
Grandmaster's	100	727	1	1	55		30				5	141	oskill	Poison Vials	1	2	all-stats		4	4						h2h2	glov	amul	ring	lcha								0	0
Grandmaster's	100	728	1	1	55		30				5	141	oskill	Claw Mastery	1	2	all-stats		4	4						h2h2	glov	amul	ring	lcha								0	0
Grandmaster's	100	729	1	1	55		30				5	141	oskill	Detonating Claw	1	2	all-stats		4	4						h2h2	glov	amul	ring	lcha								0	0
Grandmaster's	100	730	1	1	55		30				5	141	oskill	Chi Burst	1	2	all-stats		4	4						h2h2	glov	amul	ring	lcha								0	0
Grandmaster's	100	731	1	1	55		30				5	141	oskill	Trap Master	1	2	all-stats		4	4						h2h2	glov	amul	ring	lcha								0	0
Grandmaster's	100	732	1	1	55		30				5	141	oskill	Sludge Wave	1	2	all-stats		4	4						h2h2	glov	amul	ring	lcha								0	0
Grandmaster's	100	733	1	1	55		30				5	141	oskill	Sludge Wave	1	2	all-stats		4	4						h2h2	glov	amul	ring	lcha								0	0
Grandmaster's	100	734	1	1	55		30				5	141	oskill	Dispersion Strike	1	2	all-stats		4	4						h2h2	glov	amul	ring	lcha								0	0
Grandmaster's	100	735	1	1	55		30				5	141	oskill	Combination Strike	1	2	all-stats		4	4						h2h2	glov	amul	ring	lcha								0	0
Grandmaster's	100	736	1	1	55		30				5	141	oskill	Corrosion	1	2	all-stats		4	4						weap	glov	amul	ring	lcha								0	0
Grandmaster's	100	737	1	1	55		30				5	141	oskill	Fade	1	2	all-stats		4	4						weap	glov	amul	ring	lcha								0	0
Grandmaster's	100	738	1	1	55		25				5	141	oskill	Tesla Claw	1	2	all-stats		4	4						h2h2	glov	amul	ring	lcha								0	0
Grandmaster's	100	739	1	1	55		25				5	141	oskill	Tesla Claw	1	2	all-stats		4	4						h2h2	glov	amul	ring	lcha								0	0
Grandmaster's	100	740	1	1	55		25				5	141	oskill	Tectonic Claw	1	2	all-stats		4	4						h2h2	glov	amul	ring	lcha								0	0
Grandmaster's	100	741	1	1	55		25				5	141	oskill	Frost Bomb	1	2	all-stats		4	4						h2h2	glov	amul	ring	lcha								0	0
Grandmaster's	100	742	1	1	55		25				5	141	oskill	Festering Claw	1	2	all-stats		4	4						h2h2	glov	amul	ring	lcha								0	0
Grandmaster's	100	743	1	1	55		25				5	141	oskill	Cloak of Shadows	1	2	all-stats		4	10						boot	glov	amul	ring	lcha								0	0
Grandmaster's	100	744	1	1	55		25				5	141	oskill	Weapon Block	1	2	all-stats		4	4						h2h2	glov	amul	ring	lcha								0	0
Grandmaster's	100	745	1	1	55		25				5	141	oskill	Poison Hadoken	1	2	all-stats		4	4						h2h2	glov	amul	ring	lcha								0	0
Grandmaster's	100	746	1	1	55		25				5	141	oskill	Shuriken Spiral	1	2	all-stats		4	4						h2h2	glov	amul	ring	lcha								0	0
Grandmaster's	100	747	1	1	55		25				5	141	oskill	Death Spikes	1	2	all-stats		4	10						boot	glov	amul	ring	lcha								0	0
Grandmaster's	100	748	1	1	55		25				5	141	oskill	Mind Blast	1	2	all-stats		4	4						boot	glov	amul	ring	lcha								0	0
Grandmaster's	100	749	1	1	55		25				5	141	oskill	Mind Blast	1	2	all-stats		4	4						weap	glov	amul	ring	lcha								0	0
Grandmaster's	100	750	1	1	55		25				5	141	oskill	Fridgid Claw	1	2	all-stats		4	4						h2h2	glov	amul	ring	lcha								0	0
Grandmaster's	100	751	1	1	55		25				5	141	oskill	Ninja Stars	1	2	all-stats		4	4						h2h2	glov	amul	ring	lcha								0	0
Grandmaster's	100	752	1	1	55		25				5	141	oskill	Homing Axes	1	2	all-stats		4	4						axe	glov	amul	ring	lcha								0	0
Grandmaster's	100	753	1	1	55		25				5	141	oskill	Venom	1	2	all-stats		4	4						weap	glov	amul	ring	lcha								0	0
Grandmaster's	100	754	1	1	55		25				5	141	oskill	Blade Shield	1	2	all-stats		4	4						h2h2	glov	amul	ring	lcha								0	0
Grandmaster's	100	755	1	1	55		25				5	141	oskill	Toxic Gases	1	2	all-stats		4	4						h2h2	glov	amul	ring	lcha								0	0
Grandmaster's	100	756	1	1	55		25				5	141	oskill	Shadow Claw	1	2	all-stats		4	4						h2h2	glov	amul	ring	lcha								0	0
Grandmaster's	100	757	1	1	55		25				5	141	oskill	Zantetsuken	1	2	all-stats		4	4						swor	glov	amul	ring	lcha								0	0
Grandmaster's	100	758	1	1	55		25				5	141	oskill	Ravager	1	2	all-stats		4	4						weap	glov	amul	ring	lcha								0	0
Grandmaster's	100	759	1	1	55		25				5	141	oskill	Swordsplosion	1	2	all-stats		4	4						swor	glov	amul	ring	lcha								0	0
Grandmaster's	100	760	1	1	55		25				5	141	oskill	Rocksplit	1	2	all-stats		4	4						mace	glov	amul	ring	lcha								0	0
Grandmaster's	100	761	1	1	55		25				5	141	oskill	Axe Storm	1	2	all-stats		4	4						axe	glov	amul	ring	lcha								0	0
Grandmaster's	100	762	1	1	55		25				5	141	oskill	Avalanche	1	2	all-stats		4	4						boot	glov	amul	ring	lcha								0	0
Grandmaster's	100	763	1	1	55		25				5	141	oskill	Spear Mastery	1	2	all-stats		4	4						spea	glov	amul	ring	lcha								0	0
Grandmaster's	100	764	1	1	55		25				5	141	oskill	Leap	1	2	all-stats		4	4						boot	glov	amul	ring	lcha								0	0
Grandmaster's	100	765	1	1	55		25				5	141	oskill	Throwing Mastery	1	2	all-stats		4	4						boot	glov	amul	ring	lcha								0	0
Grandmaster's	100	766	1	1	55		25				5	141	oskill	Master Of The Earth	1	2	all-stats		4	4						boot	glov	amul	ring	lcha								0	0
Grandmaster's	100	767	1	1	55		25				5	141	oskill	Homing Axes	1	2	all-stats		4	4						axe	glov	amul	ring	lcha								0	0
Grandmaster's	100	768	1	1	55		25				5	141	oskill	Spear Mastery	1	2	all-stats		4	10						boot	glov	amul	ring	lcha								0	0
Grandmaster's	100	769	1	1	55		25				5	141	oskill	Explosive Potion	1	2	all-stats		4	4						boot	glov	amul	ring	lcha								0	0
Grandmaster's	100	770	1	1	55		25				5	141	oskill	Volcanic Shout	1	2	all-stats		4	4						boot	glov	amul	ring	lcha								0	0
Grandmaster's	100	771	1	1	55		25				5	141	oskill	Mace Mastery	1	2	all-stats		4	4						blun	glov	amul	ring	lcha								0	0
Grandmaster's	100	772	1	1	55		25				5	141	oskill	Axe Mastery	1	2	all-stats		4	4						axe	glov	amul	ring	lcha								0	0
Grandmaster's	100	773	1	1	55		25				5	141	oskill	Blade Mastery	1	2	all-stats		4	4						swor	glov	amul	ring	lcha								0	0
Grandmaster's	100	774	1	1	55		25				5	141	oskill	Thunderous Mace	1	2	all-stats		4	4						blun	glov	amul	ring	lcha								0	0
Grandmaster's	100	775	1	1	55		25				5	141	oskill	Battle Orders	1	2	all-stats		4	4						boot	glov	amul	ring	lcha								0	0
Grandmaster's	100	776	1	1	55		25				5	141	oskill	Frenzy	1	2	all-stats		4	4						swor	glov	amul	ring	lcha								0	0
Grandmaster's	100	777	1	1	55		25				5	141	oskill	Electrical Storm	1	2	all-stats		4	4						weap	glov	amul	ring	lcha								0	0
Grandmaster's	100	778	1	1	55		25				5	141	oskill	Intimidation	1	2	all-stats		4	4						weap	glov	amul	ring	lcha								0	0
Grandmaster's	100	779	1	1	55		25				5	141	oskill	Whirlwind	1	2	all-stats		4	4						swor	glov	amul	ring	lcha								0	0
Grandmaster's	100	780	1	1	55		25				5	141	oskill	Hellfire	1	2	all-stats		4	4						boot	glov	amul	ring	lcha								0	0
Grandmaster's	100	781	1	1	55		25				5	141	oskill	Arcane Warrior	1	2	all-stats		4	4						boot	glov	amul	ring	lcha								0	0
Grandmaster's	100	782	1	1	55		25				5	141	oskill	Frostborne	1	2	all-stats		4	4						weap	glov	amul	ring	lcha								0	0
Grandmaster's	100	783	1	1	55		25				5	141	oskill	Baal Sword	1	2	all-stats		4	4						swor	glov	amul	ring	lcha								0	0
