Id	*hcIdx	BaseId	NextInClass	TransLvl	NameStr	MonStatsEx	MonProp	MonType	AI	DescStr	Code	enabled	rangedtype	placespawn	spawn	spawnx	spawny	spawnmode	minion1	minion2	SetBoss	BossXfer	PartyMin	PartyMax	MinGrp	MaxGrp	sparsePopulate	Velocity	Run	Rarity	Level	Level(N)	Level(H)	MonSound	UMonSound	threat	aidel	aidel(N)	aidel(H)	aidist	aidist(N)	aidist(H)	aip1	aip1(N)	aip1(H)	aip2	aip2(N)	aip2(H)	aip3	aip3(N)	aip3(H)	aip4	aip4(N)	aip4(H)	aip5	aip5(N)	aip5(H)	aip6	aip6(N)	aip6(H)	aip7	aip7(N)	aip7(H)	aip8	aip8(N)	aip8(H)	MissA1	MissA2	MissS1	MissS2	MissS3	MissS4	MissC	MissSQ	Align	isSpawn	isMelee	npc	interact	inventory	inTown	lUndead	hUndead	demon	flying	opendoors	boss	primeevil	killable	switchai	noAura	nomultishot	neverCount	petIgnore	deathDmg	genericSpawn	zoo	rightArmItemType	leftArmItemType	canNotUseTwoHandedItems	SendSkills	Skill1	Sk1mode	Sk1lvl	Skill2	Sk2mode	Sk2lvl	Skill3	Sk3mode	Sk3lvl	Skill4	Sk4mode	Sk4lvl	Skill5	Sk5mode	Sk5lvl	Skill6	Sk6mode	Sk6lvl	Skill7	Sk7mode	Sk7lvl	Skill8	Sk8mode	Sk8lvl	Drain	Drain(N)	Drain(H)	coldeffect	coldeffect(N)	coldeffect(H)	ResDm	ResMa	ResFi	ResLi	ResCo	ResPo	ResDm(N)	ResMa(N)	ResFi(N)	ResLi(N)	ResCo(N)	ResPo(N)	ResDm(H)	ResMa(H)	ResFi(H)	ResLi(H)	ResCo(H)	ResPo(H)	DamageRegen	SkillDamage	noRatio	NoShldBlock	ToBlock	ToBlock(N)	ToBlock(H)	Crit	minHP	maxHP	AC	Exp	A1MinD	A1MaxD	A1TH	A2MinD	A2MaxD	A2TH	S1MinD	S1MaxD	S1TH	MinHP(N)	MaxHP(N)	AC(N)	Exp(N)	A1MinD(N)	A1MaxD(N)	A1TH(N)	A2MinD(N)	A2MaxD(N)	A2TH(N)	S1MinD(N)	S1MaxD(N)	S1TH(N)	MinHP(H)	MaxHP(H)	AC(H)	Exp(H)	A1MinD(H)	A1MaxD(H)	A1TH(H)	A2MinD(H)	A2MaxD(H)	A2TH(H)	S1MinD(H)	S1MaxD(H)	S1TH(H)	El1Mode	El1Type	El1Pct	El1MinD	El1MaxD	El1Dur	El1Pct(N)	El1MinD(N)	El1MaxD(N)	El1Dur(N)	El1Pct(H)	El1MinD(H)	El1MaxD(H)	El1Dur(H)	El2Mode	El2Type	El2Pct	El2MinD	El2MaxD	El2Dur	El2Pct(N)	El2MinD(N)	El2MaxD(N)	El2Dur(N)	El2Pct(H)	El2MinD(H)	El2MaxD(H)	El2Dur(H)	El3Mode	El3Type	El3Pct	El3MinD	El3MaxD	El3Dur	El3Pct(N)	El3MinD(N)	El3MaxD(N)	El3Dur(N)	El3Pct(H)	El3MinD(H)	El3MaxD(H)	El3Dur(H)	TreasureClass1	TreasureClass2	TreasureClass3	TreasureClass4	TreasureClass1(N)	TreasureClass2(N)	TreasureClass3(N)	TreasureClass4(N)	TreasureClass1(H)	TreasureClass2(H)	TreasureClass3(H)	TreasureClass4(H)	TCQuestId	TCQuestCP	SplEndDeath	SplGetModeChart	SplEndGeneric	SplClientEnd	*eol
imp4	495	imp1	imp5	3	Imp4	imp4	lvl3lightningrodondeath	imp	Imp		ip	1	1												3	4		7	7	50	36	62	84	imp	imp	10	15	14	13										13	13	13	60	65	70													impmiss24									1								1		1			1	1						1	1					Imp Teleport	S1	1	ImpBolt	S2	1	Imp Fireball	S2	3	Imp Fire Missile	A1	1	Imp Inferno	SC	4										100	100	100	-50	-40	-33													10	23	60	25	60	33	2				15	15	15	5	90	130	168	258										90	130	220	240										90	130	110	120										A1	fire	100	40	70		100	80	110		100	90	140																														Act 5 Cast B	Act 5 Champ B	Act 5 Unique B		Act 5 (N) Cast B	Act 5 (N) Champ B	Act 5 (N) Unique B		Act 5 (H) Cast B	Act 5 (H) Champ B	Act 5 (H) Unique B								0
imp5	496	imp1	imp6	4	Imp5	imp5	lvl3twinpeaksondeath	imp	Imp		ip	1	1												3	4		7	7	50	38	63	85	imp	imp	10	15	14	13																												impmiss25									1								1		1			1	1						1	1					Imp Teleport	S1	1	ImpBolt	S2	1	Imp Fireball	S2	3	Imp Fire Missile	A1	1	Imp Inferno	SC	5										100	100	100	-50	-40	-33													30	30	40	52	40	38	2				15	15	15	5	90	130	168	274										90	130	220	240										90	130	110	120										A1	fire	100	40	70		100	80	110		100	90	140																														Act 5 Cast C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) Cast C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 (H) Cast C	Act 5 (H) Champ C	Act 5 (H) Unique C								0
catapult1	497	catapult1	catapult2	0	CatapultS	catapult1			Catapult		65	1													1	1		0	0	0	34	60	80	catapult	catapult	7	15	15	15				20	22	25																						catapultchargedball on									1													1																																																139						100						70									382	758	38	260										600	700	70	400										600	700	35	200																																																				Act 5 H2H C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) H2H C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 (H) H2H C	Act 5 (H) Champ C	Act 5 (H) Unique C							1	0
catapult2	498	catapult1	catapult3	1	CatapultE	catapult2			Catapult		64	1													1	1		0	0	0	34	60	80	catapult	catapult	7	15	15	15				20	22	25																						catapultchargedball on									1													1																																																139						100						70									382	758	38	260										600	700	70	400										600	700	35	200																																																				Act 5 H2H C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) H2H C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 (H) H2H C	Act 5 (H) Champ C	Act 5 (H) Unique C							1	0
catapult3	499	catapult1	catapult4	2	CatapultSiege	catapult3			Catapult		64	1													1	1		0	0	0	32	60	80	catapult	catapult	7	15	15	15				20	22	25																						catapultchargedball on									1													1																																																139						100						70									380	758	38	246										600	700	70	400										600	700	35	200																																																				Act 5 H2H C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) H2H C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 (H) H2H C	Act 5 (H) Champ C	Act 5 (H) Unique C							1	0
catapult4	500	catapult1		3	CatapultW	catapult4			Catapult		ua	1													1	1		0	0	0	34	60	80	catapult	catapult	7	15	15	15				20	22	25																						catapultchargedball on									1													1																																																139						100						70									382	758	38	260										600	700	70	400										600	700	35	200																																																				Act 5 H2H C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) H2H C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 (H) H2H C	Act 5 (H) Champ C	Act 5 (H) Unique C							1	0
frozenhorror1	501	frozenhorror1	frozenhorror2	0	Frozen Horror1	frozenhorror1	lvl3ghostlydaggers	frozenhorror	FrozenHorror		f0	1													2	3		3	3	50	37	61	82	frozenhorror	frozenhorror	10	15	14	13				60	65	70	40	45	50	60	60	60	10	10	10																						1													1	1						1						Horror Arctic Blast	seq_horrorarcticblast	4																						100	85	75	-25	0	33					75						100		33	20	30	30	30	34	2				15	15	15	5	570	758	202	484	92	132	252							380	460	200	240	120	132	110							380	460	100	120	60	66	100																																																	Act 5 H2H A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
frozenhorror2	502	frozenhorror1	frozenhorror3	1	Frozen Horror2	frozenhorror2	lvl3fanofknives	frozenhorror	FrozenHorror		f0	1													2	3		3	3	50	38	61	83	frozenhorror	frozenhorror	10	15	14	13				60	70	75	40	45	50	65	65	65	10	10	10																						1													1	1						1	1					Horror Arctic Blast	seq_horrorarcticblast	4																						100	85	75	-15	0	33					75						100		26	35	40	30	50	28	2				15	15	15	5	568	758	202	498	88	128	250							380	460	200	240	120	132	110							380	460	100	120	60	66	100																																																	Act 5 H2H B	Act 5 Champ B	Act 5 Unique B		Act 5 (N) H2H B	Act 5 (N) Champ B	Act 5 (N) Unique B		Act 5 (H) H2H B	Act 5 (H) Champ B	Act 5 (H) Unique B								0
frozenhorror3	503	frozenhorror1	frozenhorror4	2	Frozen Horror3	frozenhorror3	lvl3arrowhailondeath	frozenhorror	FrozenHorror		f0	1													2	3		3	3	50	39	61	84	frozenhorror	frozenhorror	10	15	14	13				60	75	80	40	45	50	70	70	70	10	10	10																						1													1	1						1	1					Horror Arctic Blast	seq_horrorarcticblast	5																						100	85	75	0	0	33					75						100		10	23	60	25	60	33	2				15	15	15	5	568	758	202	512	92	132	252							380	460	200	240	120	132	110							380	460	100	120	60	66	100																																																	Act 5 H2H C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) H2H C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 (H) H2H B	Act 5 (H) Champ C	Act 5 (H) Unique C								0
frozenhorror4	504	frozenhorror1	frozenhorror5	3	Frozen Horror4	frozenhorror4	lvl3lightningrodondeath	frozenhorror	FrozenHorror		f0	1													2	3		3	3	50	40	63	84	frozenhorror	frozenhorror	10	15	14	13				60	80	85	40	45	50	75	75	75	10	10	10																						1													1	1						1	1					Horror Arctic Blast	seq_horrorarcticblast	5																						100	85	75	0	0	33					75						100		30	23	60	25	60	33	2				15	15	15	5	570	758	202	526	92	132	250							380	460	200	240	120	132	110							380	460	100	120	60	66	100																																																	Act 5 H2H C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) H2H C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 (H) H2H B	Act 5 (H) Champ C	Act 5 (H) Unique C								0
frozenhorror5	505	frozenhorror1		4	Frozen Horror5	frozenhorror5	lvl3twinpeaksondeath	frozenhorror	FrozenHorror		f0	1													2	3		3	3	50	41	64	85	frozenhorror	frozenhorror	10	15	14	13				60	85	90	40	45	50	80	80	80	10	10	10																						1													1	1						1	1					Horror Arctic Blast	seq_horrorarcticblast	6																						100	85	75	0	0	33					75						100		36	30	40	52	40	38	2				15	15	15	5	568	758	202	542	86	126	252							380	460	200	240	120	132	110							380	460	100	120	60	66	100																																																	Act 5 H2H C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) H2H C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 (H) H2H C	Act 5 (H) Champ C	Act 5 (H) Unique C								0
bloodlord1	506	bloodlord1	bloodlord2	0	Blood Lord1	bloodlord1	lvl3ghostlydaggers	bloodlord	BloodLord		L3	1													1	2		9	9	50	33	61	82	bloodlord	bloodlord	10	15	14	13				90	90	90	85	85	85	50	55	60	10	10	10																						1	1												1	1												BloodLordFrenzy	A2	1																						100	85	75	-50	-40	-30													33	20	30	30	30	34	2				2	2	2	5	568	760	252	480	78	108	150	78	108	150				480	600	260	420	120	132	198	120	132	180				480	600	130	210	80	88	180	80	88	180																																														Act 5 H2H A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
bloodlord2	507	bloodlord1	bloodlord3	1	Blood Lord2	bloodlord2	lvl3fanofknives	bloodlord	BloodLord		L3	1													1	2		9	9	50	35	61	82	bloodlord	bloodlord	10	15	14	13				90	90	90	85	85	85	60	65	65	10	10	10																						1	1												1	1												BloodLordFrenzy	A2	1																						100	85	75	-40	-30	-20													26	35	40	30	50	28	2				2	2	2	5	568	760	252	506	81	111	150	81	111	150				480	600	260	420	120	132	198	120	132	180				480	600	130	210	80	88	180	80	88	180				A1	ltng					33	60	90		33	60	90																														Act 5 H2H B	Act 5 Champ B	Act 5 Unique B		Act 5 (N) H2H B	Act 5 (N) Champ B	Act 5 (N) Unique B		Act 5 (H) H2H B	Act 5 (H) Champ B	Act 5 (H) Unique B								0
bloodlord3	508	bloodlord1	bloodlord4	2	Blood Lord3	bloodlord3	lvl3arrowhailondeath	bloodlord	BloodLord		L3	1													1	2		9	9	50	36	61	82	bloodlord	bloodlord	10	15	14	13				90	90	90	85	85	85	70	70	70	10	10	10																						1	1												1	1												BloodLordFrenzy	A2	1																						100	85	75	-30	-20	-10													10	23	60	25	60	33	2				2	2	2	5	568	758	252	520	77	107	150	77	107	150				480	600	260	420	120	132	198	120	132	180				480	600	130	210	80	88	180	80	88	180																																														Act 5 H2H C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) H2H C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 (H) H2H C	Act 5 (H) Champ C	Act 5 (H) Unique C								0
bloodlord4	509	bloodlord1	bloodlord5	3	Blood Lord4	bloodlord4	lvl3lightningrodondeath	bloodlord	BloodLord		L3	1													1	2		9	9	50	40	63	84	bloodlord	bloodlord	10	15	14	13				90	90	90	85	85	85	75	75	75	10	10	10																						1	1												1	1												BloodLordFrenzy	A2	1																						100	85	75	-20	-10	-5													10	23	100	25	60	33	2				2	2	2	5	570	758	252	582	81	111	150	81	111	150				480	600	260	420	120	132	198	120	132	180				480	600	130	210	80	88	180	80	88	180				A1	cold					33	30	60	50	33	30	60	50																													Act 5 H2H C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) H2H C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 (H) H2H C	Act 5 (H) Champ C	Act 5 (H) Unique C								0
bloodlord5	510	bloodlord1	bloodlord6	4	Blood Lord5	bloodlord5	lvl3twinpeaksondeath	bloodlord	BloodLord		L3	1													1	2		9	9	50	45	65	85	bloodlord	bloodlord	10	15	14	13				90	90	90	85	85	85	80	80	80	10	10	10																						1	1												1	1												BloodLordFrenzy	A2	1																						100	85	75	0	0	0													36	30	40	52	40	38	2				2	2	2	5	566	758	252	632	78	108	150	78	108	150				480	600	260	420	120	132	198	120	132	180				480	600	130	210	80	88	180	80	88	180				A1	fire					33	70	80		33	70	80																														Act 5 H2H C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) H2H C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 (H) H2H C	Act 5 (H) Champ C	Act 5 (H) Unique C								0
larzuk	511	larzuk		0	Larzuk	larzuk		human	Npc		XR	1													1	1		3	3	0				mednpc	mednpc		15	15	15																																				1	1	1	1	1	1	1									1																																																												2																																																																																																											0
drehya	512	drehya		0	Drehya	drehya		human	Npc		XS	1													1	1		3	3	0				mednpc	mednpc		15	15	15																																				1	1	1	1	1	1	1									1																																																												2																																																																																																											0
malah	513	malah		0	Malah	malah		human	Npc		XT	1													1	1		1	1	0				mednpc	mednpc		15	15	15																																				1	1	1	1	1	1	1									1																																																												2																																																																																																											0
nihlathak	514	nihlathak		0	Nihlathak Town	nihlathak		human	Npc		0J	1													1	1		2	2	0				mednpc	mednpc		15	15	15																																				1	1	1	1	1	1	1									1																																																												2																																																																																																											0
qual-kehk	515	qual-kehk		0	Qual-Kehk	qual-kehk		human	Npc		XV	1													1	1		3	3	0				mednpc	mednpc		15	15	15																																				1	1	1	1	1		1									1																																																												2																																																																																																											0
catapultspotter1	516	catapultspotter1	catapultspotter2	0	Catapult Spotter S	catapultspotter1			CatapultSpotter		k9	1													1	1		0	0	0							15	15	15				8	12	16	25	25	25	25	25	25	10	10	10	10	10	10																			1					1													1								Catapult Charged Ball	A1	1	Catapult Spike Ball	A1	1	CatapultBlizzard	A1	1	CatapultPlague	A1	1	CatapultMeteor	A1	1																																		2																																																																																																											0
catapultspotter2	517	catapultspotter1	catapultspotter3	1	Catapult Spotter E	catapultspotter2			CatapultSpotter		k9	1													1	1		0	0	0							15	15	15				8	12	16	25	25	25	25	25	25	10	10	10	10	10	10																			1					1													1								Catapult Charged Ball	A1	1	Catapult Spike Ball	A1	1	CatapultBlizzard	A1	1	CatapultPlague	A1	1	CatapultMeteor	A1	1																																		2																																																																																																											0
catapultspotter3	518	catapultspotter1	catapultspotter4	2	Catapult Spotter Siege	catapultspotter3			CatapultSpotter		k9	1													1	1		0	0	0							15	15	15				8	12	16	25	25	25	25	25	25	10	10	10	10	10	10																			1					1													1								Catapult Charged Ball	A1	1	Catapult Spike Ball	A1	1	CatapultBlizzard	A1	1	CatapultPlague	A1	1	CatapultMeteor	A1	1																																		2																																																																																																											0
catapultspotter4	519	catapultspotter1		3	Catapult Spotter W	catapultspotter4			CatapultSpotter		k9	1													1	1		0	0	0							15	15	15				8	12	16	25	25	25	25	25	25	10	10	10	10	10	10																			1					1													1								Catapult Charged Ball	A1	1	Catapult Spike Ball	A1	1	CatapultBlizzard	A1	1	CatapultPlague	A1	1	CatapultMeteor	A1	1																																		2																																																																																																											0
cain6	520	cain6		0	DeckardCain	cain6		human	Npc		DC	1													1	1		2	2	0				mednpc	mednpc		15	15	15																																				1		1	1	1		1									1																																																												2																																																																																																											0
tyrael3	521	tyrael3		0	tyrael	tyrael3			NpcStationary		TY	1													1	1		0	0	0				mednpc	mednpc		15	15	15																																				1		1	1	1		1									1																																																												2																																																																																																											0
act5barb1	522	act5barb1		0	Act 5 Combatant	act5barb1		human	NpcBarb		0A	1													1	1		5	14	0	24	55	73	act2hire	act2hire	11	15	15	15				15	15	15	85	85	85	15	15	15																								1	1	1				1					1			1	1			1																																	100	100	100	-50	-50	-50						70						70						35	2				50	50	50	5	1142	1522	502		64	114	504							120	160	240		100	110	154							60	100	120		50	55	140																																																																			0
act5barb2	523	act5barb2		0	Act 5 Combatant	act5barb2		human	NpcBarb		0A	1													1	1		5	14	0	30	55	73	act2hire	act2hire	11	15	15	15				15	15	15	85	85	85	15	15	15																								1	1	1				1					1			1	1			1																																	100	100	100	-50	-50	-50						70						70						35	2				50	50	50	5	452	710	424		180	244	502							120	160	240		100	110	154							60	100	120		50	55	140																																																																			0
barricadewall1	524	barricadewall1	barricadewall2	0	Barricade Wall Right	barricadewall1			Idle		A6	1													1	1		0	0	0	26	59	75	gargoyletrap	gargoyletrap	2	15	15	15																																					1													1				1																																											50	139					50	100					50	70	0								190	304	176											500	600	70											500	600	35																																																																							0
barricadewall2	525	barricadewall1		1	Barricade Wall Left	barricadewall2			Idle		AK	1													1	1		0	0	0	26	59	75	gargoyletrap	gargoyletrap	2	15	15	15																																					1													1				1																																											50	139					50	100					50	70	0								190	304	176											500	600	70											500	600	35																																																																							0
nihlathakboss	526	nihlathakboss		0	Nihlathak	nihlathakboss		human	Nihlathak		XU	1													1	1		7	7	0	65	70	92	nihlathak	nihlathak	14	15	15	50				30	30	50	20	20	20	80	50	50	75	75	50	8	8	8																				1										1		1	1												Shock	A1	10	Surrounding Swords	A2	10	Righteous FIrestorm	A1	20	Horror Arctic Blast	seq_nihlathakarctic	20	Tempest Flurry	A1	15										100	100	100	-50	-40	-33					70	70					70	70					70	35	0				15	15	15	5	382	382	252	554										382	382	220	554										3000	3000	110	277																																																				Nihlathak	Nihlathak	Nihlathak		Nihlathak (N)	Nihlathak (N)	Nihlathak (N)		Nihlathak (H)	Nihlathak (H)	Nihlathak (H)	Nihlathak (H)							0
drehyaiced	527	drehyaiced		0	Drehya	drehyaiced		human	NpcOutOfTown		XS	1													1	1		2	2	0				mednpc	mednpc		15	15	15																																				1		1	1	1											1																																																												2																																																																																																											0
evilhut	528	evilhut		0	Evil hut	evilhut			GenericSpawner		2T	1			imp1	2	5	NU							1	1	40	0	0	0	30	53	81	evilhut	evilhut	10	15	15	15				80	80	80	0	0	0	15	15	15																									1													1	1												Nest	seq_genericspawner	1																														50	70	70				70	70	70				70	70	70		0								568	950	126	246										660	800	100	246										660	800	50	123																																																																					1	0
deathmauler1	529	deathmauler1	deathmauler2	0	Death Mauler1	deathmauler1	lvl3ghostlydaggers	deathmauler	DeathMauler		m5	1													4	5		4	4	50	32	58	80	deathmauler	deathmauler	10	15	15	15				75	75	75	65	65	65	15	15	15	50	50	50																						1													1	1						1						DeathMaul	seq_deathmaulerdig	1																						100	85	75	-50	-40	-33									25	50	25		30	20	30	30	30	34	2				15	15	15	5	246	304	252	306	102	152	502							230	290	190	210	140	154	127							230	290	95	105	75	83	115																																																	Act 5 H2H A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
deathmauler2	530	deathmauler1	deathmauler3	1	Death Mauler2	deathmauler2	lvl3fanofknives	deathmauler	DeathMauler		m5	1													4	5		4	4	50	35	59	81	deathmauler	deathmauler	10	15	15	15				75	75	75	65	65	65	18	18	18	60	60	60																						1													1	1						1						DeathMaul	seq_deathmaulerdig	2																						100	85	75	-50	-40	-33													26	35	40	30	50	28	2				15	15	15	5	248	304	252	332	102	156	502							230	290	190	210	140	154	127							230	290	95	105	75	83	115																																																	Act 5 H2H A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
deathmauler3	531	deathmauler1	deathmauler4	2	Death Mauler3	deathmauler3	lvl3arrowhailondeath	deathmauler	DeathMauler		m5	1													4	5		5	5	50	38	60	81	deathmauler	deathmauler	10	15	15	15				75	75	75	65	65	65	19	19	19	70	70	70																						1													1	1						1						DeathMaul	seq_deathmaulerdig	3																						100	85	75	-50	-40	-33													10	23	60	25	60	33	2				15	15	15	5	248	304	252	360	102	152	502							230	290	190	210	140	154	127							230	290	95	105	75	83	115																																																	Act 5 H2H B	Act 5 Champ B	Act 5 Unique B		Act 5 (N) H2H B	Act 5 (N) Champ B	Act 5 (N) Unique B		Act 5 (H) H2H B	Act 5 (H) Champ B	Act 5 (H) Unique B								0
deathmauler4	532	deathmauler1	deathmauler5	3	Death Mauler4	deathmauler4	lvl3ghostlydaggers	deathmauler	DeathMauler		m5	1													4	5		5	5	50	40	61	82	deathmauler	deathmauler	10	15	15	15				75	75	75	65	65	65	20	20	20	80	80	80																						1													1	1						1						DeathMaul	seq_deathmaulerdig	4																						100	85	75	-50	-40	-33													10	23	60	25	60	33	2				15	15	15	5	248	304	252	382	106	154	502							230	290	190	210	140	154	127							230	290	95	105	75	83	115																																																	Act 5 H2H B	Act 5 Champ B	Act 5 Unique B		Act 5 (N) H2H B	Act 5 (N) Champ B	Act 5 (N) Unique B		Act 5 (H) H2H B	Act 5 (H) Champ B	Act 5 (H) Unique B								0
deathmauler5	533	deathmauler1	deathmauler6	4	Death Mauler5	deathmauler5	lvl3fanofknives	deathmauler	DeathMauler		m5	1													4	5		6	6	50	41	62	83	deathmauler	deathmauler	10	15	15	15				75	75	75	65	65	65	21	21	21	90	90	90																						1													1	1						1						DeathMaul	seq_deathmaulerdig	5																						100	85	75	-50	-40	-33													36	30	100	52	40	38	2				15	15	15	5	246	304	252	392	102	148	502							230	290	190	210	140	154	127							230	290	95	105	75	83	115																																																	Act 5 H2H C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) H2H C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 (H) H2H C	Act 5 (H) Champ C	Act 5 (H) Unique C								0
act5pow	534	act5pow		0	POW	act5pow	lvl3arrowhailondeath	human	Wussie		0A	1													1	1		4	7	0	40	55	73	mednpc	mednpc	1	15	15	15																																				1	1	1				1								1	1																																				100	100	100	-50	-50	-50		50	50	50	50	50		50	50	50	50	50		25	50	50	50	25	3							5	1892	2648	168											2200	2800	190											2200	2800	95																																																																							0
act5barb3	535	act5barb3	act5barb4	0	Act 5 Townguard	act5barb3	lvl3lightningrodondeath	human	Npc		0A	1													1	1		5	14	0	30	55	73	act2hire	act2hire	11	15	15	15																																				1	1	1				1					1			1	1			1																																	100	100	100	-50	-50	-50						70													0							5																																																																																																				0
act5barb4	536	act5barb3		1	Act 5 Townguard	act5barb4	lvl3twinpeaksondeath	human	Npc		0A	1													1	1		5	14	0	30	55	73	act2hire	act2hire	11	15	15	15																																				1	1	1				1					1			1	1			1																																	100	100	100	-50	-50	-50																			0							5																																																																																																				0
ancientstatue1	537	ancientstatue1	ancientstatue2	0	Ancient Statue 1	ancientstatue1			AncientStatue		0G	1			ancientbarb1	0	2	NU							1	1		5	14	0	40	70	90				15	15	15																																				1		1	1	1														1									MinionSpawner	A1	1																																														0																																																																																																											0
ancientstatue2	538	ancientstatue1	ancientstatue3	1	Ancient Statue 2	ancientstatue2			AncientStatue		0H	1			ancientbarb2	0	2	NU							1	1		5	14	0	40	70	90				15	15	15																																				1		1	1	1														1									MinionSpawner	A1	1																																														0																																																																																																											0
ancientstatue3	539	ancientstatue1		2	Ancient Statue 3	ancientstatue3			AncientStatue		0I	1			ancientbarb3	0	2	NU							1	1		5	14	0	40	70	90				15	15	15																																				1		1	1	1														1									MinionSpawner	A1	1																																														0																																																																																																											0
ancientbarb1	540	ancientbarb1	ancientbarb2	0	Ancient Barbarian 1	ancientbarb1	lvl3ghostlydaggers	human	DIablo		0D	1													1	1		10	10	0	37	68	87	ancient	ancient	10	20	25	25				15	15	15	25	25	25	75	75	75	8	8	8																							1			1									1													Seismic Spear	A1	5																						100	100	100	0	0	0	70		70			70	70		15	15	15	15	15	15	15	15	15	15	0							5	1000	1200	168		18	28	502	18	28	502				4000	4000	250		8	9	275	8	9	250				4000	4000	125		4	4	250	4	4	250																																																																0
ancientbarb2	541	ancientbarb1	ancientbarb3	1	Ancient Barbarian 2	ancientbarb2	lvl3fanofknives	human	DIablo		0F	1													1	1		10	10	0	37	68	87	ancient	ancient	10	20	25	25				15	15	15	25	25	25	75	75	75	8	8	8													ancient throwing axe										1			1									1													Ice Shard	A1	5																						100	100	100	-25	-25	-15				70	70				15	15	15	15	15	15	15	15	15	15	0							5	1000	1200	168		18	28	502	18	28					4000	4000	250		8	9	275							4000	4000	125		4	4	250																																																																			0
ancientbarb3	542	ancientbarb1		2	Ancient Barbarian 3	ancientbarb3	lvl3arrowhailondeath	human	DIablo		0E	1													1	1		10	10	0	37	68	87	ancient	ancient	10	20	25	25				15	15	15	50	50	50	75	75	75																										1			1									1													Hellfire	A1	5																						100	100	100	0	0	0	70		70			70	70		15	15	15	15	15	15	15	15	15	15	0							5	1000	1200	168		18	28	502	18	28	502				4000	4000	250		8	9	275	8	9	250				4000	4000	125		4	4	250	4	4	250																																																																0
baalthrone	543	baalthrone		0	Baal Throne	baalthrone	lvl3lightningrodondeath	demon	BaalThrone		41	1													1	1		6	6	0	60	70	90	baal	baal		15	15	15				25	25	25																																							1																		Decrepify	S3	5	Baal Corpse Explode	S3	1	Defense Curse	S3	3	Blood Mana	S3	3																					33	33	33	50			50	50	50	50	10	23	60	25	60	33	0				10	10	10	5	6336	6336	174	12666	152	222	250	152	222	202				6336	6336	150	12666	150	165	138	150	165	125				6336	6336	150	6333	75	83	125	110	121	125																																																													1			0
baalcrab	544	baalcrab		0	Baal Crab	baalcrab	baal	demon	Summoner		42	1													1	1		12	12	50	60	89	99	baalcrab	baalcrab	14	25	25	25				85	93	98	5	5	5	63	63	63	40	40	40	120	100	80	33	20	10	5	8	11	40	40	40										1								1		1	1	1	1													Herald Of Fire	SC	1	Bone Storm	SC	6	Avalanche	SC	10	Stone Spears	SC	6	Energy Rain	SC	5										100	50	20	-2	-2	-2	30	30	30	30	30	30	50	50	50	50	50	50	36	30	40	52	40	38	0							5	8998	8998	50	12920	212	358	502	212	358	752				3780	3780	50	12920	240	264	275	240	264	250				4435	4435	50	6460	150	165	250	165	182	250				A1	fire	0				100	100	150		100	120	200		A2	frze	0				100	100	160	500	100	120	160	1000															Baal	Baal	Baal	Baalq	Baal (N)	Baal (N)	Baal (N)	Baalq (N)	Baal (H)	Baal (H)	Baal (H)	Baalq (H)	40	0		1			0
