name	compactsave	version	level	ShowLevel	levelreq	reqstr	reqdex	rarity	spawnable	speed	nodurability	cost	gamble cost	code	alternategfx	namestr	auto prefix	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	Transmogrify	TMogType	TMogMin	TMogMax	useable	type	type2	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	lightradius	belt	autobelt	stackable	minstack	maxstack	spawnstack	quest	questdiffcheck	missiletype	spellicon	pSpell	state	cstate1	cstate2	len	stat1	calc1	stat2	calc2	stat3	calc3	spelldesc	spelldescstr	spelldescstr2	spelldesccalc	spelldesccolor	durwarning	qntwarning	gemoffset	BetterGem	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HratliMin	HratliMax	HratliMagicMin	HratliMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	AnyaMin	AnyaMax	AnyaMagicMin	AnyaMagicMax	AnyaMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	mindam	maxdam	PermStoreItem	multibuy	Nameable	diablocloneweight
Jah Rune	1	100	65	0	65			28	1	0	1	117740		r31	r31	r31		16	1	1	0	0	0	flprun	invrJo		0	xxx			0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Cham Rune	1	100	67	0	67			29	1	0	1	126000		r32	r32	r32		16	1	1	0	0	0	flprun	invrCham		0	xxx			0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Zod Rune	1	100	69	0	69			30	1	0	1	134540		r33	r33	r33		16	1	1	0	0	0	flprun	invrZod		0	xxx			0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Jewel	0	100	1	0	0			8	1	0	1	1000		jew	jew	jew		16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	jewl		item_jewel	12	item_jewel	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Malah's Potion	0	100	0	0	0			999	0	0	1	10000		ice	scr	ice		16	1	1	0	0	0	flpwps	invxyz		0	xxx			0	ques		item_potion	14	item_potion_drink	0	0	5	0	0	0	0	0	0	0	32	1	0	-1	-1											1	MalahsPotionDescription			4	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Scroll of Knowledge	0	100	0	0	0			0	1	0	1	100		0sc	rsc	0sc		16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	scro		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Scroll of Resistance	1	100	0	0	0			999	0	0	1	0		tr2	scr	tr2		16	2	2	0	0	0	flpscr	invscb		0	xxx			1	ques		item_scroll	10	item_scroll	1	0	5	0	0	0	0	0	0	0	32	1	0	-1	12											1	UseScrollOfResistance	UseScrollOfResistanceController		4	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Key of Terror	0	100	0	0	0			1	0	0	1	99999		pk1	key	pk1		16	1	2	0	0	0	flpmph	invmph		0	xxx			0	ques		item_key	12	item_key	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Key of Hate	0	100	0	0	0			1	0	0	1	99999		pk2	key	pk2		16	1	2	0	0	0	flpmph	invmph		0	xxx			0	ques		item_key	12	item_key	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Key of Destruction	0	100	0	0	0			1	0	0	1	99999		pk3	key	pk3		16	1	2	0	0	0	flpmph	invmph		0	xxx			0	ques		item_key	12	item_key	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Diablo's Horn	0	100	0	0	0			1	0	0	1	80		dhn	fng	dhn		16	1	1	0	0	0	flpfang	invfang		0	xxx			0	ques		item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Baal's Eye	0	100	0	0	0			1	0	0	1	80		bey	eyz	bey		16	1	1	0	0	0	flpeye	inveye		0	xxx			0	ques		item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Mephisto's Brain	0	100	0	0	0			1	0	0	1	80		mbr	brz	mbr		16	1	1	0	0	0	flpbrnz	invbrnz		0	xxx			0	ques		item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Token of Absolution	0	100	0	0	0			1	1	0	1	10		toa	toa	toa		16	1	1	0	0	0	flprun	invtoa		0	xxx			1	hpot		item_amulet	14	item_book	0	0	5	0	1	0	0	0	0	0			0	-1	13																0	0	0	non	0					255					255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255					255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	0	0	0	xxx	xxx			1	1		
Twisted Essence of Suffering	0	100	0	0	0			1	0	0	1	10000		tes	fng	tes		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	ques		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Charged Essense of Hatred	0	100	0	0	0			1	0	0	1	10000		ceh	eyz	ceh		16	1	1	0	0	0	flpgsy	invceh		0	xxx			0	ques		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Burning Essence of Terror	0	100	0	0	0			1	0	0	1	10000		bet	fng	bet		16	1	1	0	0	0	flpgsr	invbet		0	xxx			0	ques		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Festering Essence of Destruction	0	100	0	0	0			1	0	0	1	10000		fed	brz	fed		16	1	1	0	0	0	flpgsg	invfed		0	xxx			0	ques		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Standard of Heroes	0	100	90	0	90			4	1	0	1	2000		std	flg	std		16	1	1	0	0	0	flpflag	invflag		0	xxx			0	ques		item_charm	12	item_charm	1	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Worldstone Shard	0	100	0	0	0			1	1	0	1	10000		wss	wss	wss		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	poe8		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	Wssdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Elemental Dust	0	100	0	0	0			1	1	0	1	10000		emd	emd	emd		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	torc		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	Emddesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
grand charm augmentor	0	100	0	0	0			1	1	0	1	10000		gr1	gr1	gr1		16	1	3				flpgsb	invtes		0	xxx			0	cube3		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	Gcadesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Thunder Orb	0	100	0	0	0			1	1	0	1	10000		tho	tho	tho		16	2	2	0	0	0	flpgsb	invtes		0	xxx			0	torc		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	Thodesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Ice Orb	0	100	0	0	0			1	1	0	1	10000		ico	ico	ico		16	2	2	0	0	0	flpgsb	invtes		0	xxx			0	torc		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	Icodesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
gem of souls	0	100	1	0	0			8	1	0	1	1000		je1	je1	je1		16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	legg		item_jewel	12	item_jewel	1	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
gem of life	0	100	1	0	0			8	1	0	1	1000		je2	je2	je2		16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	legg		item_jewel	12	item_jewel	1	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
gem of thunder shock	0	100	1	0	0			8	1	0	1	1000		je3	je3	je3		16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	legg		item_jewel	12	item_jewel	1	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
gem of burning flames	0	100	1	0	0			8	1	0	1	1000		je4	je4	je4		16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	legg		item_jewel	12	item_jewel	1	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
gem of ice shards	0	100	1	0	0			8	1	0	1	1000		je5	je5	je5		16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	legg		item_jewel	12	item_jewel	1	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
gem of fierce winds	0	100	1	0	0			8	1	0	1	1000		je6	je6	je6		16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	legg		item_jewel	12	item_jewel	1	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
gem of stone wishes	0	100	1	0	0			8	1	0	1	1000		je7	je7	je7		16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	legg		item_jewel	12	item_jewel	1	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
fire orb	0	100	0	0	0			1	1	0	1	10000		fio	fio	fio		16	2	2	0	0	0	flpgsb	invtes		0	xxx			0	torc		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	Fiodesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
gem of extra shots	0	100	1	0	0			8	1	0	1	1000		je8	je8	je8		16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	legg		item_jewel	12	item_jewel	1	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
stone of memories	0	100	1	0	0			8	1	0	1	1000		je9	je9	je9		16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	legg		item_jewel	12	item_jewel	1	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
whetstone	0	100	0	0	0			1	1	0	1	10000		wts	wts	wts		16	2	2	0	0	0	flpgsb	invtes		0	xxx			0	torc		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	wtsdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
hammer of upgrading	0	100	0	0	0			1	1	0	1	10000		hoa	hoa	hoa		16	1	2	0	0	0	flpgsb	invtes		0	xxx			0	torc		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	Hoadesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
ashes of upgrading	0	100	0	0	0			1	1	0	1	10000		aou	aou	aou		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	torc		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	aoudesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
molten ashes of upgrading	0	100	0	0	0			1	1	0	1	10000		mao	mao	mao		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	torc		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	aoudesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
fire whetstone	0	100	0	0	0			1	1	0	1	10000		fws	fws	fws		16	2	2	0	0	0	flpgsb	invtes		0	xxx			0	torc		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	wtsdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
thunder whetstone	0	100	0	0	0			1	1	0	1	10000		tws	tws	tws		16	2	2	0	0	0	flpgsb	invtes		0	xxx			0	torc		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	wtsdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
stormy ashes of upgrading	0	100	0	0	0			1	1	0	1	10000		sau	sau	sau		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	torc		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	aoudesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
fridgid ashes of upgrading	0	100	0	0	0			1	1	0	1	10000		fau	fau	fau		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	torc		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	aoudesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
cold whetstone	0	100	0	0	0			1	1	0	1	10000		cws	cws	cws		16	2	2	0	0	0	flpgsb	invtes		0	xxx			0	torc		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	wtsdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
lovers stone	0	100	0	0	0			1	1	0	1	10000		lvs	lvs	lvs		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	aus		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	Lvsdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
opal	0	100	0	0	0			1	1	0	1	10000		opa	opa	opa		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	aus		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	Cwadesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
stone of vital winds	0	100	0	0	0			1	1	0	1	10000		svw	svw	svw		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	aus		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	Cwadesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
fragmented stone	0	100	0	0	0			1	1	0	1	10000		fms	fms	fms		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	aus		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	Cwadesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
stone of precision	0	100	0	0	0			1	1	0	1	10000		sop	sop	sop		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	aus		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	Cwadesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
stone of bombardment	0	100	0	0	0			1	1	0	1	10000		sob	sob	sob		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	aus		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	Cwadesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
stone of repetition	0	100	0	0	0			1	1	0	1	10000		sor	sor	sor		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	aus		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	Cwadesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
exploded stone	0	100	0	0	0			1	1	0	1	10000		exs	exs	exs		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	aus		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	Cwadesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
stone of novas	0	100	0	0	0			1	1	0	1	10000		son	son	son		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	aus		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	Cwadesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
stone of multiple shots	0	100	0	0	0			1	1	0	1	10000		som	som	som		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	aus		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	Cwadesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
stone of winds	0	100	0	0	0			1	1	0	1	10000		sow	sow	sow		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	aus		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	Cwadesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
stone of earth	0	100	0	0	0			1	1	0	1	10000		soe	soe	soe		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	aus		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	Cwadesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
stone of holy	0	100	0	0	0			1	1	0	1	10000		soh	soh	soh		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	aus		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	Cwadesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
stone of traps	0	100	0	0	0			1	1	0	1	10000		sot	sot	sot		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	aus		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	Cwadesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
stone of summoning	0	100	0	0	0			1	1	0	1	10000		sos	sos	sos		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	aus		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	Cwadesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
stone of totems	0	100	0	0	0			1	1	0	1	10000		stt	stt	stt		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	aus		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	Cwadesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
shield stone of protection	0	100	0	0	0			1	1	0	1	10000		ss1	ss1	ss1		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	aus		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	Ss1desc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
blood_diamond	0	100	0	0	0			1	1	0	1	10000		bd1	bd1	bd1		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	aus		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	Cwadesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
jade	0	100	0	0	0			1	1	0	1	10000		jde	jde	jde		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	aus		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	Ss1desc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
magic whetstone	0	100	0	0	0			1	1	0	1	10000		mws	mws	mws		16	2	2	0	0	0	flpgsb	invtes		0	xxx			0	torc		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	wtsdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
magic ashes of upgrading	0	100	0	0	0			1	1	0	1	10000		mas	mas	mas		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	torc		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	aoudesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
gem of potential	0	100	0	0	0			1	1	0	1	10000		gop	gop	gop		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	torc		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	GOPdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
crystal of protection	0	100	0	0	0			1	1	0	1	10000		cop	cop	cop		16	1	2	0	0	0	flpgsb	invtes		0	xxx			0	torc		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	COPdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Insoles	0	100	0	0	0			1	1	0	1	10000		ins	ins	ins		16	1	2	0	0	0	flpgsb	invtes		0	xxx			0	torc		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	INSdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
unholy stone	0	100	0	0	0			1	1	0	1	10000		uhs	uhs	uhs		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	aus		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	Cwadesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
superior hammer of upgrading	0	100	0	0	0			1	1	0	1	10000		hsa	hsa	hsa		16	1	2	0	0	0	flpgsb	invtes		0	xxx			0	poe8		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	Hsadesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
silver bullion	0	100	0	0	0			1	1	0	1	10000		svb	svb	svb		16	2	2	0	0	0	flpgsb	invtes		0	xxx			0	torc		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	svbdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
gold bullion	0	100	0	0	0			1	1	0	1	10000		gbd	gbd	gbd		16	2	2	0	0	0	flpgsb	invtes		0	xxx			0	poe8		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	gbddesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
crystal of evasion	0	100	0	0	0			1	1	0	1	10000		coa	coa	coa		16	1	2	0	0	0	flpgsb	invtes		0	xxx			0	torc		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	coadesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
