name	*order	version	compactsave	rarity	spawnable	minac	maxac	speed	reqstr	reqdex	block	durability	nodurability	level	ShowLevel	levelreq	cost	gamble cost	code	namestr	magic lvl	auto prefix	alternategfx	normcode	ubercode	spelldesc	spelldescstr	spelldescstr2	spelldesccalc	spelldesccolor	ultracode	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	setinvfile	rArm	lArm	Torso	Legs	rSPad	lSPad	useable	stackable	minstack	maxstack	spawnstack	Transmogrify	TMogType	TMogMin	TMogMax	type	type2	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	*quivered	lightradius	belt	quest	questdiffcheck	missiletype	durwarning	qntwarning	mindam	maxdam	StrBonus	DexBonus	gemoffset	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HratliMin	HratliMax	HratliMagicMin	HratliMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	AnyaMin	AnyaMax	AnyaMagicMin	AnyaMagicMax	AnyaMagicLvl	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	Nameable	PermStoreItem	diablocloneweight
Diadem	117	100	0	1	1	252	278	0	70	70	0	20	0	87	1	75	58000	691250	ci3	ci3	18	905	lit	ci1	ci2						ci3	0	2	2	1	3	1	flpci2	invci3									0					0	xxx			circ		item_helm	12	item_helm	0	0	5	0	3	0			0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	1	xxx	xxx	1	0	
Shako	118	100	0	1	1	141	141	0	150	75	0	12	0	87	1	75	56307	251796	uap	uap		905	cap	cap	xap						uap	0	2	2	1	2	1	flpcap	invcap									0					0	xxx			helm		item_cap	12	item_cap	0	0	5	0	0	0			0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	8	1	xxx	xxx	1	0	
Hydraskull	119	100	0	1	1	145	145	0	201	126	0	18	0	87	1	75	62739	284138	ukp	ukp		905	skp	skp	xkp						ukp	0	2	2	1	2	1	flpskp	invskp									0					0	xxx			helm		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	8	1	xxx	xxx	1	0	
Armet	120	100	0	1	1	727	803	0	252	163	0	24	0	87	1	75	69940	335852	ulm	ulm		905	hlm	hlm	xlm						ulm	0	2	2	1	2	1	flphlm	invhlm	invhlmu	invhlmu							0					0	xxx			helm		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	8	1	xxx	xxx	1	0	
Giant Conch	121	100	0	1	1	802	886	0	350	163	0	30	0	81	1	60	57806	378932	uhl	uhl		905	fhl	fhl	xhl						uhl	0	2	2	1	2	1	flpfhl	invfhl	invfhlu	invfhlu							0					0	xxx			helm		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	8	1	xxx	xxx	1	0	
Spired Helm	122	100	0	1	1	1174	1296	0	350	250	0	40	0	87	1	75	87168	460440	uhm	uhm		905	ghm	ghm	xhm						uhm	0	2	2	1	3	1	flpghm	invghm		invuhms							0					0	xxx			helm		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	7	8	1	xxx	xxx	1	0	
Corona	123	100	0	1	1	1262	1394	0	350	250	0	50	0	87	1	75	94770	521085	urn	urn		905	crn	crn	xrn						urn	0	2	2	1	3	1	flpcrn	invcrn									0					0	xxx			helm		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	8	1	xxx	xxx	1	0	
Demonhead	124	100	0	1	1	646	714	0	206	103	0	20	0	87	1	75	76578	399852	usk	usk		905	msk	msk	xsk						usk	0	2	2	1	3	1	flpmsk	invmsk									0					0	xxx			helm		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	1	xxx	xxx	1	0	
Dusk Shroud	125	100	0	1	1	428	472	0	130	70	0	20	0	87	1	75	218357	842574	uui	uui		905	qlt	qui	xui						uui	1	2	3	1	4	1	flpqlt	invqlt			0	0	0	0	1	1	0					0	xxx			tors		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0			0	2	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	8	1	xxx	xxx	1	0	
Wyrmhide	126	100	0	1	1	475	525	0	152	76	0	24	0	87	1	75	226927	892638	uea	uea		905	lea	lea	xea						uea	1	2	3	1	4	1	flplea	invlea			0	0	1	0	1	1	0					0	xxx			tors		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0			0	2	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	8	1	xxx	xxx	1	0	
Scarab Husk	127	100	0	1	1	572	632	0	184	92	0	28	0	87	1	75	232573	945804	ula	ula		905	hla	hla	xla						ula	1	2	3	1	4	1	flphla	invhla			1	1	1	0	1	1	0					0	xxx			tors		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0			0	2	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	8	1	xxx	xxx	1	0	
Wire Fleece	128	100	0	1	1	727	803	0	232	116	0	32	0	87	1	75	243050	1029944	utu	utu		905	stu	stu	xtu						utu	1	2	3	1	4	1	flpstu	invstu			1	0	0	1	1	1	0					0	xxx			tors		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0			0	2	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	8	1	xxx	xxx	1	0	
Diamond Mail	129	100	0	1	1	919	1015	5	292	146	0	26	0	87	1	75	254435	1121712	ung	ung		905	rng	rng	xng						ung	1	2	3	1	4	1	flprng	invrng			0	0	1	1	1	1	0					0	xxx			tors		item_chainarmor	12	item_chainarmor	0	0	5	0	0	0			0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	8	1	xxx	xxx	1	0	
Loricated Mail	130	100	0	1	1	1087	1201	10	350	173	0	36	0	87	1	75	262166	1191020	ucl	ucl		905	scl	scl	xcl						ucl	1	2	3	1	4	1	flpscl	invscl			1	1	1	1	1	1	0					0	xxx			tors		item_chainarmor	12	item_chainarmor	0	0	5	0	0	0			0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	8	1	xxx	xxx	1	0	
Boneweave	131	100	0	1	1	1005	1109	5	350	250	0	45	0	87	1	75	227700	1268170	uhn	uhn		905	chn	chn	xhn						uhn	1	2	3	1	4	1	flpchn	invchn			1	1	1	1	2	2	0					0	xxx			tors		item_chainarmor	12	item_chainarmor	0	0	5	0	0	0			0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	8	1	xxx	xxx	1	0	
Great Hauberk	132	100	0	1	1	795	877	0	254	127	0	50	0	87	1	75	272206	1338095	urs	urs		905	brs	brs	xrs						urs	1	2	3	1	5	1	flpbrs	invbrs			0	0	2	0	2	2	0					0	xxx			tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0			0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	8	1	xxx	xxx	1	0	
Balrog Skin	133	100	0	1	1	1312	1450	5	350	197	0	30	0	87	1	75	285351	1441447	upl	upl		905	spl	spl	xpl						upl	1	2	3	1	5	1	flpspl	invspl			1	1	2	1	1	1	0					0	xxx			tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0			0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	8	1	xxx	xxx	1	0	
Hellforge Plate	134	100	0	1	1	1384	1528	10	350	244	0	60	0	87	1	75	300130	1598861	ult	ult		905	plt	plt	xlt						ult	1	2	3	1	5	1	flpplt	invplt			2	2	2	2	1	1	0					0	xxx			tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0			0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	1	xxx	xxx	1	0	
Kraken Shell	135	100	0	1	1	1473	1587	5	350	211	0	48	0	87	1	75	308015	1705995	uld	uld		905	fld	fld	xld						uld	1	2	3	1	5	1	flpfld	invfld			1	1	2	2	2	2	0					0	xxx			tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0			0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	1	xxx	xxx	1	0	
Lacquered Plate	136	100	0	1	1	1454	1606	5	350	250	0	55	0	87	1	75	323094	1901732	uth	uth		905	gth	gth	xth						uth	1	2	3	1	5	1	flpgth	invgth			2	2	1	2	2	2	0					0	xxx			tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0			0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	1	xxx	xxx	1	0	
Shadow Plate	137	100	0	1	1	1470	1628	10	350	250	0	70	0	87	1	75	336644	2137477	uul	uul		905	ful	ful	xul						uul	1	2	3	1	5	1	flpful	invful			2	2	2	2	2	2	0					0	xxx			tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0			0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	1	xxx	xxx	1	0	
Sacred Armor	138	100	0	1	1	1507	1647	5	350	250	0	60	0	87	1	75	373558	2436106	uar	uar		905	aar	aar	xar						uar	1	2	3	1	5	1	flpaar	invaar	invaaru	invaaru	1	2	2	2	2	0	0					0	xxx			tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0			0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	1	xxx	xxx	1	0	
Archon Plate	139	100	0	1	1	885	977	0	208	104	0	60	0	87	1	75	317526	1925686	utp	utp		905	ltp	ltp	xtp						utp	1	2	3	1	5	1	flpltp	invltp			2	0	1	1	2	2	0					0	xxx			tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0			0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	7	8	1	xxx	xxx	1	0	
Heater	140	100	0	1	1	320	352	0	130	70	11	88	0	87	1	75	48303	192614	uuc	uuc		905	buc	buc	xuc						uuc	7	2	2	1	2	2	flpbuc	invbuc	invbucu	invbucu							0					0	xxx			shie		item_woodshield	12	item_woodshield	0	0	5	0	0	0			0	1	0	16	30	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	1	xxx	xxx	1	0	
Luna	141	100	0	1	1	517	571	0	200	100	10	84	0	87	1	75	57189	218272	uml	uml		905	buc	sml	xml						uml	7	2	2	1	2	2	flpsml	invsml	invsmlu	invsmlu							0					0	xxx			shie		item_woodshield	12	item_woodshield	0	0	5	0	0	0			0	1	0	17	29	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	5	1	xxx	xxx	1	0	
Hyperion	142	100	0	1	1	760	840	5	280	140	12	82	0	87	1	75	65914	257139	urg	urg		905	lrg	lrg	xrg						urg	7	2	3	1	3	2	flplrg	invlrg	invlrgu	invlrgu							0					0	xxx			shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0			0	1	0	14	32	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	2	1	xxx	xxx	1	0	
Monarch	143	100	0	1	1	1069	1181	0	350	250	11	86	0	87	1	75	81896	288077	uit	uit		905	kit	kit	xit						uit	7	2	3	1	4	2	flpkit	invkit	invkitu	invkitu							0					0	xxx			shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0			0	1	0	12	34	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	2	1	xxx	xxx	1	0	
Aegis	144	100	0	1	1	1174	1296	10	350	250	12	92	0	87	1	75	97701	346784	uow	uow		905	tow	tow	xow						uow	7	2	3	1	4	2	flptow	invtow	invtowu	invtowu							0					0	xxx			shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0			0	1	0	18	28	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	2	1	xxx	xxx	1	0	
Ward	145	100	0	1	1	1475	1629	5	350	250	12	100	0	87	1	75	109635	428301	uts	uts		905	kit	gts	xts						uts	7	2	4	1	4	2	flpgts	invgts	invgtsu	invutss							0					0	xxx			shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0			0	1	0	11	35	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	2	1	xxx	xxx	1	0	
Bramble Mitts	146	100	0	1	1	127	139	0	70	70	0	12	0	85	1	75	26920	134969	ulg	ulg		905	lgl	lgl	xlg						ulg	16	2	2	1	1	0	flplgl	invlgl									0					0	xxx			glov		item_gloves	12	item_gloves	0	0	5	0	0	0			0	5	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	8	1	xxx	xxx	1	0	
Vampirebone Gloves	147	100	0	1	1	260	286	0	130	130	0	14	0	87	1	75	30862	153052	uvg	uvg		905	vgl	vgl	xvg						uvg	16	2	2	1	1	0	flpvgl	invvgl									0					0	xxx			glov		item_gloves	12	item_gloves	0	0	5	0	0	0			0	5	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	8	1	xxx	xxx	1	0	
Vambraces	148	100	0	1	1	476	526	0	218	109	0	16	0	87	1	75	34964	176076	umg	umg		905	mgl	mgl	xmg						umg	16	2	2	1	1	0	flpmgl	invmgl									0					0	xxx			glov		item_gloveschain	12	item_gloveschain	0	0	5	0	0	0			0	5	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	8	1	xxx	xxx	1	0	
Crusader Gauntlets	149	100	0	1	1	842	930	0	350	176	0	18	0	87	1	75	39119	210310	utg	utg		905	mgl	tgl	xtg						utg	16	2	2	1	1	0	flptgl	invtgl									0					0	xxx			glov		item_glovesmetal	12	item_glovesmetal	0	0	5	0	0	0			0	5	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	8	1	xxx	xxx	1	0	
Ogre Gauntlets	150	100	0	1	1	942	1040	0	350	227	0	24	0	87	1	75	45481	249096	uhg	uhg		905	hgl	hgl	xhg						uhg	16	2	2	1	1	0	flphgl	invhgl									0					0	xxx			glov		item_glovesmetal	12	item_glovesmetal	0	0	5	0	0	0			0	5	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	8	1	xxx	xxx	1	0	
Wyrmhide Boots	151	100	0	1	1	285	315	0	150	150	0	12	0	87	1	75	28315	134969	ulb	ulb		905	lbt	lbt	xlb						ulb	16	2	2	1	1	1	flplbt	invlbt									0					0	xxx			boot		item_boots	12	item_boots	0	0	5	0	0	0			0	6	0	65	100	120		0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	8	1	xxx	xxx	1	0	
Scarabshell Boots	152	100	0	1	1	360	396	0	172	86	0	14	0	87	1	75	32271	152810	uvb	uvb		905	vbt	vbt	xvb						uvb	16	2	2	1	1	1	flpvbt	invvbt									0					0	xxx			boot		item_boots	12	item_boots	0	0	5	0	0	0			0	6	0	60	110	120		0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	8	1	xxx	xxx	1	0	
Boneweave Boots	153	100	0	1	1	579	639	0	254	127	0	16	0	87	1	75	36456	176005	umb	umb		905	mbt	mbt	xmb						umb	16	2	2	1	1	1	flpmbt	invmbt									0					0	xxx			boot		item_bootschain	12	item_bootschain	0	0	5	0	0	0			0	6	0	69	118	120		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	8	1	xxx	xxx	1	0	
Mirrored Boots	154	100	0	1	1	793	884	0	257	194	0	18	0	87	1	75	41658	210233	utb	utb		905	mbt	tbt	xtb						utb	16	2	2	1	1	1	flptbt	invtbt									0					0	xxx			boot		item_bootsmetal	12	item_bootsmetal	0	0	5	0	0	0			0	6	0	50	145	120		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	8	1	xxx	xxx	1	0	
Myrmidon Greaves	155	100	0	1	1	942	1040	0	350	212	0	24	0	87	1	75	45459	248930	uhb	uhb		905	hbt	hbt	xhb						uhb	16	2	2	1	2	1	flphbt	invhbt									0					0	xxx			boot		item_bootsmetal	12	item_bootsmetal	0	0	5	0	0	0			0	6	0	83	149	120		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	8	1	xxx	xxx	1	0	
Spiderweb Sash	156	100	0	1	1	89	97	0	70	70	0	12	0	87	1	75	28842	135233	ulc	ulc		905	lbl	lbl	zlb						ulc	16	2	1	0	0	0	flplbl	invlbl									0					0	xxx			belt		item_lightarmor	12	item_lightarmor	0	0	5	0	0	6			0	4	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	8	1	xxx	xxx	1	0	
Vampirefang Belt	157	100	0	1	1	99	109	0	70	70	0	14	0	87	1	75	32656	150440	uvc	uvc		905	vbl	vbl	zvb						uvc	16	2	1	0	0	0	flpvbl	invvbl									0					0	xxx			belt		item_belt	12	item_belt	0	0	5	0	0	6			0	4	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	8	1	xxx	xxx	1	0	
Mithril Coil	158	100	0	1	1	342	376	0	218	109	0	16	0	87	1	75	37134	172500	umc	umc		905	mbl	mbl	zmb						umc	16	2	1	0	0	0	flpmbl	invmbl									0					0	xxx			belt		item_belt	12	item_belt	0	0	5	0	0	6			0	4	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	8	1	xxx	xxx	1	0	
Troll Belt	159	100	0	1	1	600	662	0	350	176	0	18	0	87	1	75	41183	205690	utc	utc		905	mbl	tbl	ztb						utc	16	2	1	0	0	0	flptbl	invtbl									0					0	xxx			belt		item_belt	12	item_belt	0	0	5	0	0	6			0	4	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	8	1	xxx	xxx	1	0	
Colossus Girdle	160	100	0	1	1	622	686	0	350	227	0	24	0	87	1	75	45051	246888	uhc	uhc		905	hbl	hbl	zhb						uhc	16	2	1	0	0	0	flphbl	invhbl									0					0	xxx			belt		item_belt	12	item_belt	0	0	5	0	0	6			0	4	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	8	1	xxx	xxx	1	0	
Bone Visage	161	100	0	1	1	777	857	0	218	109	0	40	0	87	1	75	87274	299081	uh9	uh9		905	bhm	bhm	xh9						uh9	0	2	2	1	3	1	flpbhm	invbhm	invbhmu	invbhmu							0					0	xxx			helm		item_helm	12	item_helm	0	0	5	0	2	0			0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	7	8	1	xxx	xxx	1	0	
Troll Nest	162	100	0	1	1	703	777	0	218	109	10	74	0	87	1	75	101842	293290	ush	ush		905	bsh	bsh	xsh						ush	7	2	3	1	3	2	flpbsh	invbsh	invbshu	invbshu							0					0	xxx			shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0			0	1	0	24	38	100		0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	1	xxx	xxx	1	0	
Blade Barrier	163	100	0	1	1	733	809	0	254	127	10	83	0	87	1	75	85443	206957	upk	upk		905	spk	spk	xpk						upk	7	2	3	1	3	2	flpspk	invspk	invspku	invspku							0					0	xxx			shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0			0	1	0	26	40	100		0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	1	xxx	xxx	1	0	
Alpha Helm	164	100	0	1	1	116	128	0	70	70	0	20	0	52	1	39	16300	41031	dr6	dr6		905	dr1	dr1	dr6						drb	0	2	2	1	3	1	flpdr1	invdr1									0					0	xxx			pelt		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					20	8	8	1	xxx	xxx	1	0	
Griffon Headress	165	100	0	1	1	123	147	0	70	70	0	20	0	60	1	45	18564	41031	dr7	dr7		905	dr4	dr2	dr7						drc	0	2	2	1	3	1	flpdr4	invdr2									0					0	xxx			pelt		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					20	8	8	1	xxx	xxx	1	0	
Hunter's Guise	166	100	0	1	1	153	169	0	70	70	0	20	0	69	1	43	27768	41032	dr8	dr8		905	dr3	dr3	dr8						drd	0	2	2	1	3	1	flpdr3	invdr3									0					0	xxx			pelt		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	1	xxx	xxx	1	0	
Sacred Feathers	167	100	0	1	1	205	225	0	86	70	0	20	0	75	1	48	29518	41032	dr9	dr9		905	dr4	dr4	dr9						dre	0	2	2	1	3	1	flpdr4	invdr4									0					0	xxx			pelt		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	1	xxx	xxx	1	0	
Totemic Mask	168	100	0	1	1	246	270	0	94	70	0	20	0	82	1	75	38127	41033	dra	dra		905	dr1	dr5	dra						drf	0	2	2	1	3	1	flpdr1	invdr5									0					0	xxx			pelt		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	1	xxx	xxx	1	0	
Jawbone Visor	169	100	0	1	1	116	128	0	74	70	0	25	0	49	1	37	16603	41031	ba6	ba6		905	ba1	ba1	ba6						bab	0	2	2	1	3	1	flpba1	invba1									0					0	xxx			phlm		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					20	5	0	1	xxx	xxx	1	0	
Lion Helm	170	100	0	1	1	213	235	0	118	59	0	35	0	57	1	43	21378	41031	ba7	ba7		905	ba1	ba2	ba7						bac	0	2	2	1	3	1	flpba1	invba2									0					0	xxx			phlm		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					20	5	0	1	xxx	xxx	1	0	
Rage Mask	171	100	0	1	1	90	90	0	164	82	0	45	0	66	1	43	30063	41032	ba8	ba8		905	ba3	ba3	ba8						bad	0	2	2	1	3	1	flpba3	invba3									0					0	xxx			phlm		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	0	1	xxx	xxx	1	0	
Savage Helmet	172	100	0	1	1	484	534	0	208	104	0	50	0	73	1	48	36398	41032	ba9	ba9		905	ba5	ba4	ba9						bae	0	2	2	1	3	1	flpba5	invba4									0					0	xxx			phlm		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	0	1	xxx	xxx	1	0	
Slayer Guard	173	100	0	1	1	651	719	0	254	127	0	55	0	87	1	75	46633	41033	baa	baa		905	ba5	ba5	baa						baf	0	2	2	1	3	1	flpba5	invba5									0					0	xxx			phlm		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	0	1	xxx	xxx	1	0	
Akaran Targe	174	100	0	1	1	125	137	0	70	70	3	20	0	52	1	39	32500	41033	pa6	pa6		905	pa1	pa1	pa6						pab	7	2	2	1	4	2	flppa1	invpa1									0					0	xxx			ashd		item_metalshield	12	item_metalshield	0	0	5	0	1	0			0	1	0	12	16	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					20	0	0	1	xxx	xxx	1	0	
Akaran Rondache	175	100	0	1	1	145	159	0	76	70	4	30	0	60	1	45	40941	41033	pa7	pa7		905	pa1	pa2	pa7						pac	7	2	2	1	4	2	flppa1	invpa2									0					0	xxx			ashd		item_metalshield	12	item_metalshield	0	0	5	0	2	0			0	1	0	15	20	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					20	0	0	1	xxx	xxx	1	0	
Protector Shield	176	100	0	1	1	211	233	0	106	70	5	40	0	69	1	51	52947	41034	pa8	pa8		905	pa3	pa3	pa8						pad	7	2	4	1	4	2	flppa3	invpa3									0					0	xxx			ashd		item_metalshield	12	item_metalshield	0	0	5	0	3	0			0	1	0	18	24	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	1	xxx	xxx	1	0	
Gilded Shield	177	100	0	1	1	402	444	0	166	83	6	50	0	76	1	57	64807	41034	pa9	pa9		905	pa3	pa4	pa9						pae	7	2	4	1	4	2	flppa3	invpa4									0					0	xxx			ashd		item_metalshield	12	item_metalshield	0	0	5	0	4	0			0	1	0	20	28	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	1	xxx	xxx	1	0	
Royal Shield	178	100	0	1	1	632	698	0	242	121	7	60	0	82	1	75	75374	41035	paa	paa		905	pa5	pa5	paa						paf	7	2	2	1	4	2	flppa5	invpa5									0					0	xxx			ashd		item_metalshield	12	item_metalshield	0	0	5	0	5	0			0	1	0	24	32	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	1	xxx	xxx	1	0	
Mummified Trophy	179	100	0	1	1	110	120	0	70	70	2	20	0	49	1	36	11590	41035	ne6	ne6		905	ne1	ne1	ne6						neb	10	2	2	1	2	2	flpne1	invne1									0					0	xxx			head		item_head	12	item_head	0	0	5	0	0	0			0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					20	1	0	1	xxx	xxx	1	0	
